battle_id,start_date,end_date,monthonly,location,state,battle_name
585,1862-10-11,1862-10-11,False,"La Grange (near Helena), Ark.",AR,Detachment of the 4th Iowa Cavalry.
586,1862-10-11,1862-10-11,False,"Cape Fear River, N.C.",NC,U. S. gunboat Maratanza.
587,1862-10-11,1862-10-11,False,"Mouth of Monocacy, Md.",MD,3d and 4th Maine Volunteers.
588,1862-10-14,1862-10-14,False,"Stanford (or Lancaster), Ky.",KY,Advance of the Army of the Ohio.
589,1862-10-14,1862-10-14,False,"Hazel Bottom, Mo.",MO,Organization not reported.
590,1862-10-15,1862-10-15,False,"Apalachicola River, Fla.",FL,Naval expedition.
591,1862-10-15,1862-10-15,False,"Carsville, Va.",VA,One company of the 7th Pennsylvania Cavalry.
592,1862-10-16,1862-10-16,False,"Charleston, Va.",VA,Reconnaissance of the Army of the Potomac.
593,1862-10-17,1862-10-17,False,"Lexington, Ky.",KY,Detachments of the 3d and 4th Ohio Cavalry.
594,1862-10-17,1862-10-17,False,"Thoroughfare Gap, Va.",VA,Detachment of Cavalry from General Stabel's command.
595,1862-10-18,1862-10-18,False,"Helena, Ark.",AR,Detachment of the 43d Indiana Volunteers.
596,1862-10-18,1862-10-18,False,"Hay market, Va.",VA,Detachment of the 6th Ohio Cavalry.
597,1862-10-20,1862-10-20,False,"Near Nashville, Tenn.",TN,"Union troops, commanded by Colonel Miller."
598,1862-10-1,1862-10-31,True,"Anxvois River, Mo.",MO,10th Missouri Militia Cavalry.
599,1862-10-20,1862-10-20,False,"Marshfield, Mo.",MO, 10th Illinois Cavalry.
600,1862-10-1,1862-10-31,True,"Lovettsville, Loudon Co., Va.",VA, Detachment of General Geary's Brigade.
601,1862-10-1,1862-10-31,True,"Woodville, Tenn.",TN, 2d Illinois Cavalry.
602,1862-10-1,1862-10-31,True,"Fort Cobb, Indian Terr.",OK, Loyal Indians.
603,1862-10-22,1862-10-22,False,"Old Fort Wayne (or Maysville), Ark.",AR," 1st Division, Army of the Frontier."
604,1862-10-22,1862-10-22,False,"Hedgeville, Va.",VA, 4th Pennsylvania Cavalry.
605,1862-10-22,1862-10-22,False,"Pocotaligo (or Yemassee), S.C.",SC," 47th, 55th, and 76th Pennsylvania, 48th New York, 6th and7th Connecticut, 3d and 4th New Hampshire, and 3d Rhode Island Volunteers, 1st New York Engineers, 1st Massachusetts Cavalry, and Batteries D and M, 1st, and E, 3d U. S. Artillery."
606,1862-10-23,1862-10-23,False,"Waverly, Tenn.",TN, 83d Illinois Volunteers.
607,1862-10-23,1862-10-23,False,"Shelby Depot, Tenn.",TN," Reconnoitering party, commanded by Colonel D. Stuart, 55th Illinois Volunteers."
608,1862-10-23,1862-10-23,False,Point Lick and Big Hill Road,KY, Cavalry commanded by Colonel E. McCook.
609,1862-10-24,1862-10-24,False,"Manassas Junction, Va.",VA, Organizations not recorded.
610,1862-10-24,1862-10-24,False,"Catlett's Station, Va.",VA, Detachment of 3d West Virginia Cavalry.
611,1862-10-24,1862-10-24,False,"Grand Prairie, Mo.",MO, Two battalions Missouri Militia Cavalry.
612,1862-10-24,1862-10-24,False,"Blackwater, Va.",VA," 1st New York Mounted Rifles, 39th Illinois, and 62d Ohio Volunteers, and other troops, commanded by Brig.-General Terry."
613,1862-10-24,1862-10-24,False,"Morgantown, Ky.",KY, Organization not recorded.
614,1862-10-27,1862-10-27,False,"Pittman's Ferry, Mo.",MO," 23d Iowa and 24th and 25th Missouri Volunteers, 1st Missouri Militia, and 12th Missouri Cavalry."
615,1862-10-27,1862-10-27,False,"Labadiesville (or Thibodeauxville, or Georgia Landing), La.",LA," 8th New Hampshire, 12th and 13th Connecticut, and 75th New York Volunteers, 1st Louisiana Cavalry, and 1st Maine Battery, commanded by Brig.-General G. Weitzel."
616,1862-10-28,1862-10-28,False,"Cross Hollows (or Oxford Bend), Fayetteville, Ark.",AR,"One Division of the Army of the frontier, commanded by Brig. General Herrow."
617,1862-10-28,1862-10-28,False,"Clarkson, Mo.",MO,"Detachments commanded by Captain Rodgers, 2d Illinois Artillery."
618,1862-10-28,1862-10-28,False,"Williamsburg, Ky.",KY,7th Kentucky Volunteers.
619,1862-10-29,1862-10-29,False,"Butler and Osage (or Island Mounds), Mo.",MO,1st Kansas Colored Troops (79th U. S. C. Troops).
620,1862-10-1,1862-10-31,True,"Aldie, Va.",VA,"1st New Jersey and 2d New York Cavalry, of General Bayard's Cavalry Brigade, Army of the Potomac."
621,1862-10-1,1862-10-31,True,"Franklin, Va.",VA,Organizations not given.
622,1862-11-1,1862-11-30,True,"Philomont, Va.",VA,"Cavalry of the Army of the Potomac, commanded by General Pleasonton."
623,1862-11-2,1862-11-2,False,"Snicker's Gap, Va.",VA,Batteries of the Second Corps of the Army of the Potomac.
624,1862-11-2,1862-11-3,False,"Bloomfield and Union, Loudoun Co., Va.",VA,Cavalry advance of the Army of the Potomac.
625,1862-11-3,1862-11-3,False,"Upperville, Va.",VA,Cavalry advance of the Army of the Potomac.
626,1862-11-3,1862-11-3,False,"Rawles' Mills (also Little Creek), Williamston, N.C.",NC,"24th and 44th Massachusetts, and 9th New Jersey Volunteers, and New York and Maine Batteries."
627,1862-11-3,1862-11-3,False,"Bayou Teche, fourteen miles from Brashear City, La.",LA,"Union Gunboats Kinsman, Estrella, St. Mary, Calhoun, and Diana, and 21st Indiana Volunteers."
628,1862-11-3,1862-11-3,False,"Harrisonville, Cass Co., Mo.",MO,5th and 6th Missouri Cavalry.
629,1862-11-5,1862-11-5,False,"Lamar, Mo.",MO,8th Missouri and 8th Missouri Militia Cavalry.
630,1862-11-5,1862-11-5,False,"Manassas Gap, Va.",VA,"Cavalry Brigade, commanded by General Averell, advance of Army of Potomac."
631,1862-11-5,1862-11-5,False,"Barbee's Crossroads and Chester Gap (also Markham), Va.",VA,"Cavalry Brigade, Army of the Potomac, General Pleasonton in command."
632,1862-11-5,1862-11-5,False,"New Baltimore, Salem, and Thoroughfare Gap, Va.",VA,"Cavalry Brigade, Army of the Potomac, commanded by General Bayard."
633,1862-11-5,1862-11-5,False,"Greenville Road, Ky.",KY,8th Kentucky Cavalry.
634,1862-11-5,1862-11-5,False,"Nashville, Tenn.",TN,"16th and 51st Illinois, 69th Ohio, 14th Michigan and 78th Pennsylvania Volunteers, and 5th Tennessee and 7th Pennsylvania Cavalry."
635,1862-11-6,1862-11-6,False,"Leatherwood, Ky.",KY,Captain Ambrose Powell's command.
636,1862-11-6,1862-11-6,False,"Garrettsburg, Ky.",KY,8th Kentucky Cavalry.
637,1862-11-7,1862-11-7,False,"Rhea's Mills, Ark.",AR,3d Arkansas Indian Home Guard.
638,1862-11-7,1862-11-7,False,"Big Beaver Creek, Mo.",MO,10th Illinois and two companies Missouri Militia Company.
639,1862-11-7,1862-11-7,False,"Mariana (also La Grange), Ark.",AR,3d and 4th Iowa and 9th Illinois Cavalry.
640,1862-11-8,1862-11-8,False,"Rappahannock Bridge, Va.",VA,"Cavalry Brigade, Army of the Potomac, General Bayard commanding."
641,1862-11-8,1862-11-8,False,"Hudsonville (or Cold Water), Miss.",MS,7th Kansas and 2d Iowa Cavalry.
642,1862-11-9,1862-11-9,False,"Fredericksburg, Va.",VA,1st Indiana Cavalry.
643,1862-11-9,1862-11-9,False,"Moorefield (or South Fork, Potomac), Va.",VA,"1st New York Ringgold and Washington Cavalry, and 23d Illinois Volunteers."
644,1862-11-9,1862-11-9,False,"Perry County, near Kentucky River, Ky.",KY, 14th Kentucky Cavalry.
645,1862-11-11,1862-11-11,False,"Huntsville, Tenn.",TN,Tennessee Home Guards.
646,1862-11-11,1862-11-11,False,"Newbern (or Bachelor's Creek), N. C.",NC,Organizations not stated.
647,1862-11-11,1862-11-11,False,"Lebanon (or La Grange), Tenn.",TN,1st Kentucky and 4th Michigan Cavalry.
648,1862-11-12,1862-11-12,False,"Lamar and Holly Springs, Miss.",MS,"2d Illinois, 3d Michigan, 2d Iowa, and 7th Kansas Cavalry."
649,1862-11-15,1862-11-15,False,"Fayetteville and White Sulphur Springs (also Little Washington), Va.",VA,"1st and 2d Brigades, Sturgis' Division, 9th Corps and Cavalry, Army of the Potomac."
650,1862-11-17,1862-11-17,False,"Gloucester, Va.",VA,104th Pennsylvania Volunteers.
651,1862-11-18,1862-11-18,False,"Cove Creek, N. C.",NC,3d New York Cavalry.
652,1862-11-18,1862-11-18,False,"Rural Hills, Tenn.",TN,8th Kentucky Cavalry.
653,1862-11-1,1862-11-30,True,"Bayou Bontecar, near Fort Pike, La.",LA,31st Massachusetts Volunteers.
654,1862-11-24,1862-11-24,False,"Beaver Creek, Texas Co., Mo. ",MO,3d Missouri Cavalry and 21st Iowa Volunteers.
655,1862-11-25,1862-11-25,False,"Camp Babcock, Ark.",AR,3d Kansas Indian Home Guards.
656,1862-11-25,1862-11-25,False,"Crawford County, Mo.",MO,Missouri Enrolled Militia.
657,1862-11-26,1862-11-26,False,"Cold Enob Mountains (or Sinking Creek, or Frankfort), Va.",VA,2d West Virginia Cavalry.
658,1862-11-26,1862-11-26,False,"Snmmerville, Miss.",MS,7th Illinois Cavalry.
659,1862-11-27,1862-11-27,False,"Carthage, Ark.",AR,2d Kansas Cavalry.
660,1862-11-27,1862-11-27,False,"Scrongesville and La Vergne, Tenn.",TN,"5th Brigade, Sill's Division, Army of the Ohio."
661,1862-11-28,1862-11-28,False,"Cane Hill, Boston Mountains, and Boonsboro', Ark.",AR,"1st Division, Army of the Frontier, commanded by Brig. General Jas. G. Blunt."
662,1862-11-28,1862-11-28,False,"Little Bear Creek, Ala.",AL,"Portion of the 2d Division, 16th Corps."
663,1862-11-28,1862-11-28,False,"Hartwood Church, Va.",VA,3d Pennsylvania Cavalry.
664,1862-11-28,1862-11-28,False,"Cold Water River, Miss.",MS,1st Indiana Cavalry.
665,1862-11-29,1862-11-30,False,"Waterford and Lumkin's Mills, Miss.",MS,Advance Cavalry of General Grant's army.
666,1862-11-30,1862-11-30,False,"Reconnoissance to Snicker's Ferry and Berryville, Va.",VA,"1st Cavalry Brigade, Stabel's Division."
667,1862-12-1,1862-12-31,True,"Charleston and Berryville, Va.",VA,"2d Division, 12th Corps."
668,1862-12-2,1862-12-2,False,"Franklin, Va.",VA,11th Pennsylvania Cavalry.
669,1862-12-2,1862-12-2,False,"King George Court House, Va.",VA,8th Pennsylvania Cavalry.
670,1862-12-2,1862-12-2,False,"Ozark, Mo.",MO,3d and 9th Missouri Cavalry.
671,1862-12-3,1862-12-3,False,"Oakland, Miss.",MS,1st Indiana Cavalry.
672,1862-12-3,1862-12-3,False,"Oxford, Miss.",MS,"2d Cavalry Brigade, commanded by""Col. Hatch"
673,1862-12-4,1862-12-4,False,"Wireman's Shoals, Big Sandy River, Ky.",KY,39th Kentucky Volunteers.
674,1862-12-4,1862-12-4,False,"Water Valley, Miss.",MS,"1st and 2d Cavalry Brigades, Colonels Hatch and Lee"
675,1862-12-6,1862-12-6,False,"Coffeeville, Miss.",MS,"1st, 2d, and 3d Cavalry Brigades of General Grant's army, Colonels Hatch, Lee, and Mizner."
676,1862-12-5,1862-12-5,False,"Helena, Ark.",AR,S6th Iowa and 29th Wisconsin Volunteers.
677,1862-12-5,1862-12-5,False,"Reed's Mountains, Ark.",AR,2d Kansas Cavalry.
678,1862-12-6,1862-12-6,False,"Lebanon, Tenn.",TN,93d Ohio Volunteers.
679,1862-12-7,1862-12-7,False,"Prairie Grove (or Fayetteville and Illinois Creek), Ark.",AR,"1st, 2d, and 3d Divisions of the Army of the Frontier, commanded by Brig.-Generals J. G. Blunt and P. J. Herrow."
680,1862-12-7,1862-12-7,False,"Hartsville, Tenn. .",TN,"106th and 108th Ohio, 104th Illinois Volunteers, 2d Indiana and 11th Kentucky Cavalry, and 13th Indiana Battery."
681,1862-12-9,1862-12-9,False,"Dobbins Ferry (or La Vergne), Tenn.",TN,"35th Indiana, 51st Ohio, 8th and 21st Kentucky Volunteers, and 7th Indiana Battery."
682,1862-12-9,1862-12-9,False,"Brentville, Tenn.",TN,"25th Illinois, 8th Kansas, and 81st Indiana Volunteers, and 8th Wisconsin Battery."
683,1862-12-12,1862-12-12,False,"Little Bear Creek, Ala.",AL,"Troops commanded by Col. Sweeney, 52d Illinois Volunteers."
684,1862-12-12,1862-12-12,False,"Zuni, near Blackwater, Va.",VA,Brigade commanded by General Terry.
685,1862-12-12,1862-12-12,False,"Trenton, N.C.",NC,3d New York Cavalry; advance of Maj.-General Foster's Troop.
686,1862-12-12,1862-12-12,False,"Franklin, Tenn.",TN,"Stauley's Cavalry Division, Army of the Cumberland."
687,1862-12-12,1862-12-18,False,"Foster's Expedition to Goldsboro', N. C.",NC,"Wessell's Brigade of Peck's Division, 1st, 2d, and 3d Brigades, 1st Division, Department of North Carolina."
688,1862-12-13,1862-12-13,False,"Fredericksburg, Va.",VA,"2d Corps, Maj.-General Couch, and 9th Corps, Maj.-General Wilcox, Right Grand Division, Maj.-General Sumner; 1st Corps, Maj.-General Reynolds, and 6th Corps, Maj.-General W. F. Smith, Left Grand Division, Maj.-General Franklin; 5th Corps, Maj.-General Butter field, and 3d Corps, Maj.-General Stoneman, Centre Grand Division, Maj.-General Hooker, Army of the Potomac, Maj.-General A. E. Burnside."
689,1862-12-13,1862-12-13,False,"South-West Creek, N. C",NC,"9th New Jersey and 85th Pennsylvania Volunteers, 3d New York Cavalry, and 3d New York Artillery."
690,1862-12-14,1862-12-14,False,"Kingston, N.C.",NC,"Wessel's Brigade of Peck's Division, and 1st, 2d, and 3d Brigades, 1st Division, Department of North Carolina."
691,1862-12-14,1862-12-14,False,"Fort Brown Road, Texas.",TX,Troops not given.
692,1862-12-16,1862-12-16,False,"Whitehall, N. C.",NC,"9th New Jersey, 17th, 23d, 24th, and 45th Massachusetts Volunteers, 3d New York Cavalry, and 3d and 23d New York Batteries."
693,1862-12-17,1862-12-17,False,"Goldsboro, N. C.",NC,"9th New Jersey, 3d, 17th, 25th, 27th, and 43d Massachusetts Volunteers, 3d New York Cavalry, and 3d and 23d New York Batteries."
694,1862-12-18,1862-12-18,False,"Lexington, Tenn.",TN,"11th Illinois, 5th Ohio, and 2d Tennessee Cavalry."
695,1862-12-18,1862-12-18,False,"Jackson, or Salem Cemetery, Tenn.",TN,11th Illinois and 5th Ohio Cavalry ; 43d and 61st Illinois Volunteers.
696,1862-12-19,1862-12-19,False,"Occoquan, Dumfries, Va.",VA,Wagon train Guard of the 12th Army Corps.
697,1862-12-20,1862-12-20,False,"Holly Springs, Miss.",MS,"2d Illinois Cavalry surrendered by Colonel Murphy, 8th Wisconsin Volunteers."
698,1862-12-20,1862-12-20,False,"Trenton, Tenn.",TN,"Detachments 7th Tennessee Cavalry, 122d Illinois Volunteers, and Convalescents captured by Forrest."
699,1862-12-1,1862-12-31,True,"Davis' Mills, Wolf River, Miss.",MS,6 companies 25th Indiana Volunteers and 2 companies 5th Ohio Cavalry.
700,1862-12-22,1862-12-22,False,"Isle of Wight Court-house, Va.",VA,Detachment 2d New York Mounted Rifles.
701,1862-12-24,1862-12-24,False,"Middleburg, Miss. Central R.R.",MS,115 men of the 12th Michigan Volunteers.
702,1862-12-24,1862-12-24,False,"Glasgow, Ky.",KY,5 companies of the 2d Michigan Cavalry.
703,1862-12-25,1862-12-25,False,"Green's Chapel, Ky",KY,Detachment of the 4th and 5th Indiana Cavalry.
704,1862-12-25,1862-12-25,False,"Bear Wallow, Ky.",KY,2 battalions of the 12th Kentucky Cavalry.
705,1862-12-26,1862-12-26,False,"Bacon Creek, Ky.",KY,Detachment of the 2d Michigan Cavalry.
706,1862-12-26,1862-12-26,False,"Nolensville (or Knob Gap), Tenn.",TN,"2d Brigade, 1st Division, McCook's Corps; advance of the Right Wing, Army of the Cumberland."
707,1862-12-27,1862-12-27,False,"Elizabethtown, Ky.",KY,91st Illinois Volunteers; post captured by Morgan.
708,1862-12-27,1862-12-27,False,"Dumfries, Va.",VA,"5th, 7th, and 66th Ohio Volunteers, 6th Maine Battery, 12th Illinois and 1st Maryland Cavalry."
709,1862-12-28,1862-12-28,False,"Muldraugh's Hill, Ky.",KY,6th Indiana Cavalry.
710,1862-12-28,1862-12-28,False,"Suffolk, Va.",VA,Reconnoitering force.
711,1862-12-28,1862-12-28,False,"Dripping Springs, near Van Buren, Ark.",AR,Army of the Frontier.
712,1862-12-28,1862-12-28,False,"Elk Pork, Campbell Co., Tenn.",TN,6th and 10th Kentucky Cavalry.
713,1862-12-28,1862-12-28,False,"Occoquan, Va",VA,2d and 17th Pennsylvania Cavalry.
714,1862-12-28,1862-12-28,False,"Clinton, La.",LA,Troops not given.
715,1862-12-28,1862-12-29,False,"Chickasaw Bayou, Vicksburg, Miss.",MS,"Bria:.-Generals G. W. Morgan's, Frederick Steers, Morgan L. Smith's, and A. J. Smith's Divisions, Right Wing, Army of the Tennessee, commanded by Maj.-General W. T. Sherman."
716,1862-12-29,1862-12-29,False,"Stewart Creek, Tenn.",TN,"3d Kentucky, in advance of Crittenden's Corps, Left Wing of Army of the Cumberland."
717,1862-12-30,1862-12-30,False,"Wautauga Bridge and Carter's Station, Tenn.",TN,7th Ohio and 9th Pennsylvania Cavalry ; Carter's raid into  East Tennessee.
718,1862-12-30,1862-12-30,False,"Parker's Cross Roads (or Red Mound), Tenn.",TN,"18th, 106th, 119th, and 122d Illinois, 27th, 39th, and 63d Ohio, 50th Indiana, 39th Iowa, and 7th Tennessee Volunteers, and 7th Wisconsin Battery."
719,1862-12-30,1862-12-30,False,"Jefferson, Tenn.",TN,"2d Brigade, 1st Division, Thomas' Corps, guarding wagon train."
720,1862-12-1,1862-12-31,True,"Stone's River (or Murfreesboro'), Tenn.",TN,"McCook's Corps, right wing, Thomas Corps, center, and Crittenden's Corps, left wing, Army of the Cumberland, Maj.-General W. S. Rosecrans commanding."
721,1863-1-1,1863-1-31,True,"Galveston, Texas.",TX,"U. S. Gunboats Westfield, Harriet Lane, Owasco, Sachem, Clifton, and Coryphaeus, and three companies of 42d Massachusetts Volunteers."
722,1863-1-1,1863-1-31,True,"Stewart's Creek, Tenn.",TN,"3d Ohio Cavalry and 10th Ohio Volunteers, guarding wagon train."
723,1863-1-1,1863-1-31,True,"La Vergne, Tenn.",TN,1st Michigan Engineers and Mechanics.
724,1863-1-3,1863-1-3,False,"La Grange, Ark.",AR,Portion of General Washburn's Cavalry Regiment.
725,1863-1-3,1863-1-3,False,"Moorefield, W. Va.",WV,116th Ohio Volunteers.
726,1863-1-5,1863-1-5,False,"Middletown, Tenn.",TN,Cavalry of the Army of the Cumberland.
727,1863-1-5,1863-1-5,False,"Hardy County, W. Va.",WV,Troops not specified.
728,1863-1-7,1863-1-8,False,"Springfield, Mo.",MO,"Missouri Militia, Convalescents, and Citizens."
729,1863-1-8,1863-1-8,False,"Ripley, Tenn.",TN,2d Illinois Cavalry.
730,1863-1-1,1863-1-31,True,"Catlett's Station, Va.",VA,Organizations not specified.
731,1863-1-11,1863-1-11,False,"Hatteras and Alabama, off the Coast of Texas.",TX,"U. S. Steamer Hatteras, eight guns."
732,1863-1-11,1863-1-11,False,"Fort Hindman, Arkansas Post, Ark.",AR,"13th Corps, Maj.-General J. A. McClernand, 15th Corps, Maj.-General W. T. Sherman, Army of the Mississippi; and Gunboats of the Mississippi Squadron,"
733,1863-1-11,1863-1-11,False,"Hartsville (also Wood's Fork), Mo.",MO,"21st Iowa and 99th Illinois Volunteers, 3d Iowa and 2d Missouri Cavalry, and Battery L, 2d Missouri Artillery."
734,1863-1-12,1863-1-12,False,"Lick Creek, Ark.",AR, 2d Wisconsin Cavalry.
735,1863-1-14,1863-1-14,False,"Bayou Teche, La.",LA,"8th Vermont, 16th and 75th New York, 12th Connecticut, 6th Michigan, and 21st Indiana Volunteers, 1st Louisiana Cavalry, 4th and 6th Massachusetts and 1st Maine Batteries, and Gunboats Calhoun, Diana, Kinsman, and Estrella."
736,1863-1-15,1863-1-15,False,"Helena and Clarendon Road, Ark.",AR,2d Wisconsin Cavalry.
737,1863-1-16,1863-1-16,False,"Duval's Bluff and Des Arcs, Ark.",AR,U. S. Gunboat DeKalb and 24th Indiana Volunteers.
738,1863-1-17,1863-1-17,False,"Pollocksville and Northeast River, N.C.",NC,3d New York Cavalry.
739,1863-1-19,1863-1-19,False,"Burnt Ordinary, Va.",VA,6th Pennsylvania Cavalry.
740,1863-1-23,1863-1-23,False,"Fish Springs, Tenn.",TN,Prom Confederate sources.
741,1863-1-24,1863-1-24,False,"Woodbury, Tenn.",TN,"2d Division, Crittenden's Corps."
742,1863-1-25,1863-1-25,False,"Construction Train, near Murfreesboro, Tenn.",TN,Train Guard re-enforced by part of the 10th Michigan Volunteers.
743,1863-1-26,1863-1-26,False,"Township, Fla.",FL,32d V. S. Colored Troops.
744,1863-1-26,1863-1-26,False,"Bear River, Washington Ter.",WA,"Four companies of the 2d California Cavalry and one company 3d California Volunteers; Indian fight, 142 men of the commund had their feet frozen."
745,1863-1-27,1863-1-27,False,"Indian Village, Placquemine Bayou, La.",LA,1st Louisiana Cavalry.
746,1863-1-29,1863-1-29,False,"Finos Altos, Arizona Ter.",AZ,One company 1st California Volunteers.
747,1863-1-30,1863-1-30,False,"Dyersburg, Tenn.",TN,22d Ohio Volunteers.
748,1863-1-30,1863-1-30,False,"Deserted House, near Suffolk (also Cassville and Kelly's Store), Va.",VA,"Portion of Maj. General Peek's forces, commanded by Brig. General Michael Corcoran and Colonel S. P. Spear."
749,1863-1-1,1863-1-31,True,"Rover, Tenn.",TN,4th Ohio Cavalry.
750,1863-1-1,1863-1-31,True,"Mid diet on, Tenn.",TN,2d and 3d Tennessee Cavalry.
751,1863-1-1,1863-1-31,True,"Off Charleston Bar, S. C",SC,"U. S. Steamers Mercedita, Keystone State, Augusta, Quaker City, Housatonic, and Memphis."
752,1863-2-1,1863-2-28,True,"Fort McAlister, G-enesis Point, Ga.",GA,U. S. Navy.
753,1863-2-1,1863-2-28,True,"Franklin, Tenn.",TN,Troops not specified.
754,1863-2-3,1863-2-3,False,"Mingo Swamp, Mo.",MO,"12th Missouri Militia, commanded by Major F. W. Reader"
755,1863-2-3,1863-2-3,False,"Fort Donelson (or Cumberland Iron Works), Tenn.",TN,"83d Illinois Volunteers, 2d Illinois Artillery, and a battalion of the 5th Iowa Cavalry."
756,1863-2-4,1863-2-4,False,"Batesville, Ark.",AR,"Brigade of Cavalry, commanded by Col. Geo. E. Waring, Jr."
757,1863-2-5,1863-2-5,False,"Bear Creek, Johnson Co., Mo.",MO,40th Missouri Enrolled Militia.
758,1863-2-7,1863-2-7,False,"Williamsburg, Va.",VA,5th Pennsylvania Cavalry.
759,1863-2-3,1863-2-8,False,"Independence, Mo.",MO,5th Missouri Militia Cavalry.
760,1863-2-8,1863-2-8,False,"Lebanon, Tenn.",TN,Organizations not recorded.
761,1863-2-9,1863-2-9,False,"Summerville, Va.",VA,"Cavalry, commanded by Major Knox."
762,1863-2-10,1863-2-10,False,"Old River, Lake Providence, La.",LA,"Detailed men from 1st Kansas, 17th and 95th Illinois, and 16th Wisconsin Volunteers, and 3d Louisiana Cavalry. "
763,1863-2-10,1863-2-10,False,"Gloucester Point, Va. ",VA,Organizations not recorded.
764,1863-2-10,1863-2-10,False,"Wachita Indian Agency, Texas.",TX,Loyal Delawares and Shawnees.
765,1863-2-10,1863-2-10,False,"Bone Yard, Tenn.",TN,18th Missouri Volunteers.
766,1863-2-13,1863-2-13,False,"Smithfield, Va.",VA,12th Pennsylvania Cavalry.
767,1863-2-13,1863-2-13,False,"Bolivar, Tenn.",TN,Cavalry.
768,1863-2-14,1863-2-14,False,"Brentsville, Va,",VA,1st Michigan Cavalry.
769,1863-2-14,1863-2-14,False,"Gordon's Landing, Red River, La.",LA,U. S. Ram Queen of the West.
770,1863-2-15,1863-2-15,False,"Cainsville, Tenn.",TN,123d Illinois Volunteers and one company of the 5th Tennessee Cavalry.
771,1863-2-15,1863-2-15,False,"Nolensville, Tenn.",TN,"Detachment from 2d Minnesota Volunteers, guarding a wagon train."
772,1863-2-15,1863-2-15,False,"Arkadelphia, Ark.",AR,Captain Brown's command.
773,1863-2-16,1863-2-16,False,"Romney (near), Va.",VA,"Detachment of the 110th and 122d Ohio Volunteers, guarding a wagon train."
774,1863-2-18,1863-2-18,False,"Milton, Tenn.",TN,2d Michigan and 3d Ohio Cavalry.
775,1863-2-19,1863-2-19,False,"Spring River, Mo.",MO,One company of the 9th Kansas.
776,1863-2-19,1863-2-19,False,"Cold Water, Miss.",MS,"Cavalry commanded by Lieut.-Colonel W. P. Wood, 1st Indiana Cavalry."
777,1863-2-20,1863-2-20,False,"Yazoo Pass, Miss.",MS,5th Illinois Cavalry.
778,1863-2-1,1863-2-28,True,"Prairie Station, Miss.",MS,2d Iowa Cavalry.
779,1863-2-22,1863-2-22,False,"Tuscumbia, Ala.",AL,"Cavalry Brigade, commanded by Colonel F. M. Comyn, 10th Missouri Cavalry."
780,1863-2-23,1863-2-23,False,"Deer Creek, near Greenville, Miss.",MS,General Burbridge's Division of the 13th Corps.
781,1863-2-23,1863-2-23,False,"Athens, Ky.",KY,Organizations not specified.
782,1863-2-24,1863-2-24,False,"Mississippi River, below Vicksburg.",MS,U. S. Steamer Indianola.
783,1863-2-25,1863-2-25,False,Hart wood Church. Va.,VA,Brig. General Averell's Cavalry Brigade.
784,1863-2-26,1863-2-26,False,"Strasburg Road, Va.",VA,13th Pennsylvania and 1st New York Cavalry.
785,1863-2-27,1863-2-27,False,"Near Newbern, N. C.",NC,"Detachment of 3d New York Cavalry, commanded by Captain Jacobs."
786,1863-3-1,1863-3-31,True,"Bradyville, Tenn.",TN,1st Tennessee and 3d and 4th Ohio Cavalry.
787,1863-3-2,1863-3-2,False,"Eagleville, Tenn.",TN,"15th, 16th, 18th, and 19th U. S. Infantry."
788,1863-3-2,1863-3-4,False,"Petersburg, Chapel Hill, and Harpeth River, Tenn.",TN,1st Tennessee Cavalry.
789,1863-3-3,1863-3-3,False,"Fort McAlister, Genesis Point, Ga.",GA,U. S. Navy.
790,1863-3-3,1863-3-3,False,Owen's Valley.,CA,2d California Cavalry.
791,1863-3-4,1863-3-4,False,"Skeet (or Swan's Headquarters), N. C.",NC,"3d New York Cavalry, commanded by Captain Colin Richardson."
792,1863-3-4,1863-3-5,False,"Thompson's Station (or Springhill, and Unionville), Tenn.",TN,"33d and S5th Indiana, 22d Wisconsin, 19th Michigan, and 124th Ohio Volunteers, 18th Ohio Battery, and 2d Michigan, 9th Pennsylvania, and 4th Kentucky Cavalry."
793,1863-3-8,1863-3-8,False,"Fairfax Court House, Va.",VA,Mosby's midnight raid.
794,1863-3-9,1863-3-9,False,"Bolivar, Tenn.",TN,Troops not specified.
795,1863-3-9,1863-3-9,False,"Franklin, Tenn.",TN,125th Ohio Volunteers.
796,1863-3-10,1863-3-10,False,"Covington, Tenn.",TN,6th and 7th Illinois Cavalry.
797,1863-3-10,1863-3-10,False,"Rutherford's Creek, Tenn.",TN,"4th Cavalry Brigade, commanded by Colonel Minty."
798,1863-3-11,1863-3-11,False,"Paris, Ky.",KY,Wagon-train Guard.
799,1863-3-13,1863-3-5,False,"Fort Pemberton, Greenwood, Miss.",MS,U. S. Gunboats Chillicothe and DeKalb and troops of the 13th and 17th Corps.
800,1863-3-13,1863-3-13,False,"Berwick City, La.",LA,160th New York Volunteers.
801,1863-3-14,1863-3-14,False,"Port Hudson, Mississippi River, La.",LA,"Union Fleet, commanded by Admiral D. G. Farragut, and Union Troops, commanded by Maj.-General N. P. Banks."
802,1863-3-14,1863-3-14,False,"Newborn, N.C.",NC,"Troops of the Department of Virginia and North Carolina, commanded by Maj.-General Foster, and Gunboats."
