unit_code,side,state,ordinal,type,special,duplicate,ethnic,unit_name,notes,func
CCSPRES,Confederate,CS,PRES,,,0,,"President's Guard, CSA",,
CCSPROV,Confederate,CS,PROV,,,0,,"Provost Guard, CSA",,
CCSQUAR,Confederate,CS,QUAR,,,0,,"Quartermaster Department, CSA",,
CCSRAUMCC,Confederate,CS,RAUM,C,,0,,"Raum's Company, Confederate Cavalry (Warren Dragoons)",,C
CCSRICHBAL,Confederate,CS,RICH,B,L,0,,"Richardson's Battalion, Confederate Light Artillery",,A
CCSSAPP,Confederate,CS,SAPP,,,0,,"Sappers and Miners, CSA",,
CCSSHECB0T0I,Confederate,CS,SHEC,B,T,0,I,"Shecoe's Chickasaw Battalion, Mounted Volunteers, CSA",,
CCSSIGN,Confederate,CS,SIGN,,,0,,"Signal Corps, CSA",,
CCSSMITBAH,Confederate,CS,SMIT,B,H,0,,"Smith's Battalion, Confederate Heavy Artillery",,A
CCSSTAF,Confederate,CS,STAF,,,0,,"General and Staff Officers, CSA",,
CCSSTARBAL,Confederate,CS,STAR,B,L,0,,"Stark's Battalion, Confederate Light Artillery",,A
CCSSTIRRS,Confederate,CS,STIR,R,,0,,"Stirman's Regiment, Confederate Sharpshooters",,S
CCSSTUA0A,Confederate,CS,STUA,,,0,,"Stuart's Horse Artillery, CSA",,A
CCSTOPO0E,Confederate,CS,TOPO,,,0,,"Topographical Engineers, CSA",,E
CCSTUCKRI,Confederate,CS,TUCK,R,,0,,"Tucker's Regiment, Confederate Infantry",,I
CCSUNAS,Confederate,CS,UNAS,,,0,,"Unassigned, CSA",,
CCSWASHSCR0I,Confederate,CS,WASH,S,R,0,I,"Washington's Squadron of Indians, CSA (Reserve Squadron Cavalry)",,C
CCSWHEE00T,Confederate,CS,WHEE,,T,0,,"Wheeler's Scouts, CSA (Hawkins') (Carter's) (1st Tennessee Mounted Scouts)",,
CCSWHITYA,Confederate,CS,WHIT,Y,,0,,"White's Battery, Horse Artillery, CSA",,A
CCSWILKCI00I,Confederate,CS,WILK,C,,0,I,"Wilkins' Company, Choctaw Infantry, CSA",,I
CCSWOODRC,Confederate,CS,WOOD,R,,0,,"Wood's Regiment, Confederate Cavalry (1st Mississippi Cavalry) (Wirt Adams' Regiment)",,C
CCSYOUNC,Confederate,CS,YOUN,C,,0,,"Young's (5th) Company, Retributors, CSA",,
CCSZZZZ,Confederate,CS,ZZZZ,,,0,,Unidentified Confederate,,
CFL0001BC,Confederate,FL,1,B,,0,,"1st Battalion, Florida Special Cavalry",6/24/99,C
CFL0001RA,Confederate,FL,1,R,,0,,"1st Regiment, Florida Artillery (Miscellaneous)",,A
CFL0001RC,Confederate,FL,1,R,,0,,"1st Regiment, Florida Cavalry",,C
CFL0001RI,Confederate,FL,1,R,,0,,"1st Regiment, Florida Infantry",6/24/99,I
CFL0001RIR,Confederate,FL,1,R,R,0,,"1st Regiment, Florida Infantry Reserves",No unit history.,I
CFL0002BI,Confederate,FL,2,B,,0,,"2nd Battalion, Florida Infantry",6/24/99,I
CFL0002RC,Confederate,FL,2,R,,0,,"2nd Regiment, Florida Cavalry","6/24/99
2 links not working.",C
CFL0002RI,Confederate,FL,2,R,,0,,"2nd Regiment, Florida Infantry",6/24/99,I
CFL0003BC,Confederate,FL,3,B,,0,,"3rd Battalion, Florida Cavalry (Meyer's) (15th Confederate Cavalry)",,C
CFL0003RI,Confederate,FL,3,R,,0,,"3rd Regiment, Florida Infantry",6/24/99,I
CFL0004RI,Confederate,FL,4,R,,0,,"4th Regiment, Florida Infantry",6/24/99,I
CFL0005BC,Confederate,FL,5,B,,0,,"5th Battalion, Florida Cavalry",6/24/99,C
CFL0005RI,Confederate,FL,5,R,,0,,"5th Regiment, Florida Infantry",6/24/99,I
CFL0006RI,Confederate,FL,6,R,,0,,"6th Regiment, Florida Infantry",6/24/99,I
CFL0007RI,Confederate,FL,7,R,,0,,"7th Regiment, Florida Infantry",6/24/99,I
CFL0008RI,Confederate,FL,8,R,,0,,"8th Regiment, Florida Infantry",6/24/99,I
CFL0009RI,Confederate,FL,9,R,,0,,"9th Regiment, Florida Infantry",6/24/99,I
CFL0010RI,Confederate,FL,10,R,,0,,"10th Regiment, Florida Infantry",6/24/99,I
CFL0011RI,Confederate,FL,11,R,,0,,"11th Regiment, Florida Infantry",6/24/99,I
CFLABELCAL,Confederate,FL,ABEL,C,L,0,,"Abell's Company, Florida Light Artillery",No unit history.,A
CFLADVI,Confederate,FL,ADVI,,,0,,Florida Advisory Board,,
CFLCAMP,Confederate,FL,CAMP,,,0,,"Campbellton Boys, Florida",No unit history.,
CFLCFMI,Confederate,FL,CFMI,,,0,,"Cadet Corps, Florida Military Institute",,
CFLCOAS,Confederate,FL,COAS,,,0,,Florida Coast Guard,,
CFLCOMM,Confederate,FL,COMM,,,0,,Florida Commissary Department,,
CFLCONS00D,Confederate,FL,CONS,,D,0,,Florida Conscripts,No unit history.,
CFLDUNHCAL,Confederate,FL,DUNH,C,L,0,,"Dunham's Company, Florida Light Artillery (Milton Light Artillery)",6/24/99,A
CFLDYKECAL,Confederate,FL,DYKE,C,L,0,,"Dyke's Company, Florida Light Artillery",6/24/99,A
CFLENGI0E,Confederate,FL,ENGI,,,0,,Florida Engineer Corps,,E
CFLFERNC0T,Confederate,FL,FERN,C,T,0,,"Fernandez's Mounted Company, Florida Supply Force",No unit history.,
CFLFINE,Confederate,FL,FINE,,,0,,"Finegan's Brigade, Florida",,
CFLHARRC,Confederate,FL,HARR,C,,0,,"Harrison's Company, Florida (Santa Rosa Guards)",,
CFLHOME00G,Confederate,FL,HOME,,G,0,,Florida Home Guards (Misc),,
CFLKEYW,Confederate,FL,KEYW,,,0,,"Key West Avengers, Florida (Misc)",,
CFLKILC0AL,Confederate,FL,KILC,,L,0,,"Kilcrease Light Artillery, Florida",6/24/99,A
CFLMCBRC000I,Confederate,FL,MCBR,C,,0,I,"McBride's Company, Florida (Indians)","Unit Code Updated
No unit history.",
CFLMILI00M,Confederate,FL,MILI,,M,0,,Florida Militia (Misc),,
CFLMISC,Confederate,FL,MISC,,,0,,Florida Miscellaneous,,
CFLNORWC0G,Confederate,FL,NORW,C,G,0,,"Norwood's Company, Florida Home Guards",,
CFLPARSC,Confederate,FL,PARS,C,,0,,"Parson's Company, Florida",No unit history.,
CFLPERRCAL,Confederate,FL,PERR,C,L,0,,"Perry's Company, Florida Light Artillery",No unit history.,A
CFLPICKCC,Confederate,FL,PICK,C,,0,,"Pickett's Company, Florida Cavalry",No unit history.,C
CFLPOE0C0R,Confederate,FL,POE0,C,R,0,,"Poe's Company, Florida Reserves",,
CFLQMDE,Confederate,FL,QMDE,,,0,,Florida Quartermaster Department,,
CFLSMITCC,Confederate,FL,SMIT,C,,0,,"Smith's Company, Florida Cavalry (Marianna Dragoons)",,C
CFLSUPP,Confederate,FL,SUPP,,,0,,Florida Supply Force,,
CFLTAMP,Confederate,FL,TAMP,,,0,,"Tampa City Guards, Florida (Misc)",,
CFLWAUC00M,Confederate,FL,WAUC,,M,0,,"Wauchilla Militia, Florida",,
CFLZZZZ,Confederate,FL,ZZZZ,,,0,,Unidentified Florida,,
CGA00010I,Confederate,GA,1,,,0,,"1st Brigade, Georgia Infantry",,I
CGA0001B,Confederate,GA,1,B,,0,,"1st Ordnance Battalion, Georgia",,
CGA0001B0R,Confederate,GA,1,B,R,0,,"1st Battalion, Georgia Reserves",,
CGA0001BAR,Confederate,GA,1,B,R,0,,"1st Battalion, Georgia Reserve Artillery",,A
CGA0001BC,Confederate,GA,1,B,,0,,"1st Battalion, Georgia Cavalry",No unit history.,C
CGA0001BCR,Confederate,GA,1,B,R,0,,"1st Battalion, Georgia Reserve Cavalry",No unit history.,C
CGA0001BI02,Confederate,GA,1,B,,2,,"1st City Battalion, Georgia Infantry (Columbus)",No unit history.,I
CGA0001BI03,Confederate,GA,1,B,,3,,"1st Confederate Battalion, Georgia Infantry",7/6/99,I
CGA0001BIS,Confederate,GA,1,B,S,0,,"1st Battalion, Georgia Infantry (State Guards)",No unit history.,I
CGA0001BS,Confederate,GA,1,B,,0,,"1st Battalion, Georgia Sharpshooters",7/6/99,S
CGA0001L,Confederate,GA,1,L,,0,,1st Georgia Legion,,
CGA0001R001,Confederate,GA,1,R,,1,,"1st Regiment, Georgia Light Duty Men",No unit history.,
CGA0001R003,Confederate,GA,1,R,,3,,"1st Regiment, Georgia Regulars",7/8/99,
CGA0001R005,Confederate,GA,1,R,,5,,"1st Regiment, Georgia Troops and Defences (Macon)",No unit history.,
CGA0001R0M,Confederate,GA,1,R,M,0,,"1st Regiment, Georgia Militia",,
CGA0001R0R1,Confederate,GA,1,R,R,1,,"1st Regiment, Georgia Reserves (Fannin's)",No unit history.,
CGA0001R0R2,Confederate,GA,1,R,R,2,,"1st Regiment, Georgia Reserves (Symons')",No unit history.,
CGA0001R0R3,Confederate,GA,1,R,R,3,,"1st Regiment, Georgia Reserves",,
CGA0001R0S,Confederate,GA,1,R,S,0,,"1st Regiment, Georgia State Troops",,
CGA0001R0S2,Confederate,GA,1,R,S,2,,"1st Regiment, Georgia State Line",,
CGA0001RA,Confederate,GA,1,R,,0,,"1st Regiment, Georgia Artillery",,A
CGA0001RC,Confederate,GA,1,R,,0,,"1st Regiment, Georgia Cavalry",7/6/99,C
CGA0001RE,Confederate,GA,1,R,,0,,"1st Regiment, Georgia Engineer Troops",,E
CGA0001RI01,Confederate,GA,1,R,,1,,"1st Regiment, Georgia Infantry (Olmstead's)",7/6/99,I
CGA0001RI02,Confederate,GA,1,R,,2,,"1st Regiment, Georgia Infantry (Ramsey's)",7/6/99,I
CGA0001RI03,Confederate,GA,1,R,,3,,"1st Regiment, Georgia Infantry",No unit history.,I
CGA0001RI04,Confederate,GA,1,R,,4,,"1st Consolidated Regiment, Georgia Infantry",,I
CGA0001RI06,Confederate,GA,1,R,,6,,"1st Regiment, Georgia Infantry (Local Troops) (Augusta)",No unit history.,I
CGA0001RIS,Confederate,GA,1,R,S,0,,"1st Regiment, Georgia Infantry (State Guards)",,I
CGA0001SCS,Confederate,GA,1,S,S,0,,"1st Squadron, Georgia Cavalry (State Guards) (Gordon)",No unit history.,C
CGA000200M,Confederate,GA,2,,M,0,,"2nd Division, Georgia Militia","Unit Code Updated
No unit history.",
CGA000200S,Confederate,GA,2,,S,0,,"2nd Brigade, Georgia State Troops",,
CGA0002B001,Confederate,GA,2,B,,1,,"2nd Battalion, Georgia Troops and Defences (Macon)",,
CGA0002B0S,Confederate,GA,2,B,S,0,,"2nd Battalion, Georgia State Troops",,
CGA0002BC,Confederate,GA,2,B,,0,,"2nd Battalion, Georgia Cavalry",7/6/99,C
CGA0002BI01,Confederate,GA,2,B,,1,,"2nd Battalion, Georgia Infantry",7/6/99,I
CGA0002BIS,Confederate,GA,2,B,S,0,,"2nd Battalion, Georgia Infantry (State Guards)",No unit history.,I
CGA0002BS,Confederate,GA,2,B,,0,,"2nd Battalion, Georgia Sharpshooters",7/6/99,S
CGA0002C,Confederate,GA,2,C,,0,,"2nd Brigade Company, Georgia",,
CGA0002R0M,Confederate,GA,2,R,M,0,,"2nd Regiment, Georgia Militia",,
CGA0002R0R,Confederate,GA,2,R,R,0,,"2nd Regiment, Georgia Reserves",No unit history.,
CGA0002R0S,Confederate,GA,2,R,S,0,,"2nd Regiment, Georgia State Troops",No unit history.,
CGA0002R0S2,Confederate,GA,2,R,S,2,,"2nd Regiment, Georgia State Line (Stapleton's) (Storey's)",No unit history.,
CGA0002RC01,Confederate,GA,2,R,,1,,"2nd Regiment, Georgia Cavalry",7/6/99,C
CGA0002RCS,Confederate,GA,2,R,S,0,,"2nd Regiment, Georgia Cavalry (State Guards)",No unit history.,C
CGA0002RI,Confederate,GA,2,R,,0,,"2nd Regiment, Georgia Infantry",7/7/99,I
CGA0003B0S,Confederate,GA,3,B,S,0,,"3rd Battalion, Georgia State Guards",7/7/99,
CGA0003BI01,Confederate,GA,3,B,,1,,"3rd Battalion, Georgia Infantry",No unit history.,I
CGA0003BS,Confederate,GA,3,B,,0,,"3rd Battalion, Georgia Sharpshooters",7/6/99,S
CGA0003R0M,Confederate,GA,3,R,M,0,,"3rd Regiment, Georgia Militia",,
CGA0003R0R,Confederate,GA,3,R,R,0,,"3rd Regiment, Georgia Reserves",No unit history.,
CGA0003R0S1,Confederate,GA,3,R,S,1,,"3rd Regiment, Georgia State Troops (Johnson's)",No unit history.,
CGA0003R0S2,Confederate,GA,3,R,S,2,,"3rd Regiment, 2nd Brigade, Georgia State Troops",,
CGA0003RC01,Confederate,GA,3,R,,1,,"3rd Regiment, Georgia Cavalry",7/6/99,C
CGA0003RCS,Confederate,GA,3,R,S,0,,"3rd Regiment, Georgia Cavalry (State Guards)",No unit history.,C
CGA0003RI,Confederate,GA,3,R,,0,,"3rd Regiment, Georgia Infantry",7/6/99,I
CGA0004BIS,Confederate,GA,4,B,S,0,,"4th Battalion, Georgia Infantry (State Guards)",No unit history.,I
CGA0004BS,Confederate,GA,4,B,,0,,"4th Battalion, Georgia Sharpshooters",7/6/99,S
CGA0004R0M,Confederate,GA,4,R,M,0,,"4th Regiment, Georgia Militia",,
CGA0004R0R,Confederate,GA,4,R,R,0,,"4th Regiment, Georgia Reserves",No unit history.,
CGA0004R0S,Confederate,GA,4,R,S,0,,"4th Regiment, 2nd Brigade, Georgia State Troops",,
CGA0004RC01,Confederate,GA,4,R,,1,,"4th Regiment, Georgia Cavalry (Clinch's)",7/6/99,C
CGA0004RCS,Confederate,GA,4,R,S,0,,"4th Regiment, Georgia Cavalry (State Guards)",No unit history.,C
CGA0004RI,Confederate,GA,4,R,,0,,"4th Regiment, Georgia Infantry",7/6/99,I
CGA0005BIS,Confederate,GA,5,B,S,0,,"5th Battalion, Georgia Infantry (State Guards)",No unit history.,I
CGA0005R0M,Confederate,GA,5,R,M,0,,"5th Regiment, Georgia Militia",,
CGA0005R0R,Confederate,GA,5,R,R,0,,"5th Regiment, Georgia Reserves",No unit history.,
CGA0005RC,Confederate,GA,5,R,,0,,"5th Regiment, Georgia Cavalry",7/6/99,C
CGA0005RI01,Confederate,GA,5,R,,1,,"5th Regiment, Georgia Infantry",7/6/99,I
CGA0005RIS,Confederate,GA,5,R,S,0,,"5th Regiment, Georgia Infantry (State Guards)",No unit history.,I
CGA0006BCS,Confederate,GA,6,B,S,0,,"6th Battalion, Georgia Cavalry (State Guards)",No unit history.,C
CGA0006R0M,Confederate,GA,6,R,M,0,,"6th Regiment, Georgia Militia",,
CGA0006R0R,Confederate,GA,6,R,R,0,,"6th Regiment, Georgia Reserves",,
CGA0006R0S,Confederate,GA,6,R,S,0,,"6th Regiment, Georgia State Line",,
CGA0006RC,Confederate,GA,6,R,,0,,"6th Regiment, Georgia Cavalry",7/6/99,C
CGA0006RI01,Confederate,GA,6,R,,1,,"6th Regiment, Georgia Infantry",7/6/99,I
CGA0006RIS,Confederate,GA,6,R,S,0,,"6th Regiment, Georgia Infantry (State Guards)",No unit history.,I
CGA0007BCS,Confederate,GA,7,B,S,0,,"7th Battalion, Georgia Cavalry (State Guards)",No unit history.,C
CGA0007R0M,Confederate,GA,7,R,M,0,,"7th Regiment, Georgia Militia",,
CGA0007R0R,Confederate,GA,7,R,R,0,,"7th Regiment, Georgia Reserves",,
CGA0007R0V,Confederate,GA,7,R,V,0,,"7th Regiment, Georgia Volunteers",,
CGA0007RC,Confederate,GA,7,R,,0,,"7th Regiment, Georgia Cavalry",7/6/99,C
CGA0007RI01,Confederate,GA,7,R,,1,,"7th Regiment, Georgia Infantry",7/6/99,I
CGA0007RIS,Confederate,GA,7,R,S,0,,"7th Regiment, Georgia Infantry (State Guards)",No unit history.,I
CGA000800S,Confederate,GA,8,,S,0,,"8th Brigade, Georgia State Troops",,
CGA0008BCS,Confederate,GA,8,B,S,0,,"8th Battalion, Georgia Cavalry (State Guards)",No unit history.,C
CGA0008BI,Confederate,GA,8,B,,0,,"8th Battalion, Georgia Infantry",7/7/99,I
CGA0008R0M,Confederate,GA,8,R,M,0,,"8th Regiment, Georgia Militia",,
CGA0008R0S,Confederate,GA,8,R,S,0,,"8th Regiment, Georgia State Troops (Scott's)",No unit history.,
CGA0008RC,Confederate,GA,8,R,,0,,"8th Regiment, Georgia Cavalry",,C
CGA0008RI01,Confederate,GA,8,R,,1,,"8th Regiment, Georgia Infantry",7/6/99,I
CGA0008RIS,Confederate,GA,8,R,S,0,,"8th Regiment, Georgia Infantry (State Guards)",No unit history.,I
CGA0009BA,Confederate,GA,9,B,,0,,"9th Battalion, Georgia Artillery",7/6/99,A
CGA0009BCS,Confederate,GA,9,B,S,0,,"9th Battalion, Georgia Cavalry (State Guards)",No unit history.,C
CGA0009BI,Confederate,GA,9,B,,0,,"9th Battalion, Georgia Infantry",7/6/99,I
CGA0009R0M,Confederate,GA,9,R,M,0,,"9th Regiment, Georgia Militia",,
CGA0009R0R,Confederate,GA,9,R,R,0,,"9th Regiment, Georgia Reserves",No unit history.,
CGA0009R0S,Confederate,GA,9,R,S,0,,"9th Regiment, Georgia State Troops",,
CGA0009RI01,Confederate,GA,9,R,,1,,"9th Regiment, Georgia Infantry",7/6/99,I
CGA0009RIS,Confederate,GA,9,R,S,0,,"9th Regiment, Georgia Infantry (State Guards)",No unit history.,I
CGA0010BCS,Confederate,GA,10,B,S,0,,"10th Battalion, Georgia Cavalry (State Guards)",No unit history.,C
CGA0010BI,Confederate,GA,10,B,,0,,"10th Battalion, Georgia Infantry",7/8/99,I
CGA0010R0M,Confederate,GA,10,R,M,0,,"10th Regiment, Georgia Militia",,
CGA0010R0S,Confederate,GA,10,R,S,0,,"10th Regiment, Georgia State Troops (Davis')",No unit history.,
CGA0010RC01,Confederate,GA,10,R,,1,,"10th Regiment, Georgia Cavalry",No unit history.,C
CGA0010RCS,Confederate,GA,10,R,S,0,,"10th Regiment, Georgia Cavalry (State Guards)",7/8/99,C
CGA0010RI,Confederate,GA,10,R,,0,,"10th Regiment, Georgia Infantry",7/8/99,I
CGA0011BA,Confederate,GA,11,B,,0,,"11th Battalion, Georgia Artillery (Sumter Artillery)",7/8/99,A
CGA0011BIS,Confederate,GA,11,B,S,0,,"11th Battalion, Georgia Infantry (State Guards)",No unit history.,I
CGA0011R0M,Confederate,GA,11,R,M,0,,"11th Regiment, Georgia Militia",,
CGA0011R0S,Confederate,GA,11,R,S,0,,"11th Regiment, Georgia State Troops",No unit history.,
CGA0011RC01,Confederate,GA,11,R,,1,,"11th Regiment, Georgia Cavalry",7/8/99,C
CGA0011RCS,Confederate,GA,11,R,S,0,,"11th Regiment, Georgia Cavalry (State Guards)",No unit history.,C
CGA0011RI,Confederate,GA,11,R,,0,,"11th Regiment, Georgia Infantry",7/8/99,I
CGA0012BAL,Confederate,GA,12,B,L,0,,"12th Battalion, Georgia Light Artillery",,A
CGA0012BCS,Confederate,GA,12,B,S,0,,"12th Battalion, Georgia Cavalry (State Guards)",No unit history.,C
CGA0012BI,Confederate,GA,12,B,,0,,"12th Battalion, Georgia Infantry",,I
CGA0012R0M,Confederate,GA,12,R,M,0,,"12th Regiment, Georgia Militia",,
CGA0012R0R,Confederate,GA,12,R,R,0,,"12th Regiment, Georgia Reserves",,
CGA0012RC01,Confederate,GA,12,R,,1,,"12th Regiment, Georgia Cavalry",7/8/99,C
CGA0012RCS1,Confederate,GA,12,R,S,1,,"12th Regiment, Georgia Cavalry (Robinson's) (State Guards)",No unit history.,C
CGA0012RCS2,Confederate,GA,12,R,S,2,,"12th Regiment, Georgia Cavalry (Wright's) (State Guards)",No unit history.,C
CGA0012RI,Confederate,GA,12,R,,0,,"12th Regiment, Georgia Infantry",7/8/99,I
CGA0013BIS,Confederate,GA,13,B,S,0,,"13th Battalion, Georgia Infantry (State Guards)",No unit history.,I
CGA0013RC,Confederate,GA,13,R,,0,,"13th Regiment, Georgia Cavalry",7/8/99,C
CGA0013RI,Confederate,GA,13,R,,0,,"13th Regiment, Georgia Infantry",7/8/99,I
CGA0014BAL,Confederate,GA,14,B,L,0,,"14th Battalion, Georgia Light Artillery (Montgomery's)",7/8/99,A
CGA0014BIS,Confederate,GA,14,B,S,0,,"14th Battalion, Georgia Infantry (State Guards)",No unit history.,I
CGA0014RI,Confederate,GA,14,R,,0,,"14th Regiment, Georgia Infantry",7/8/99,I
CGA0015BCS,Confederate,GA,15,B,S,0,,"15th Battalion, Georgia Cavalry (State Guards)",No unit history.,C
CGA0015RI,Confederate,GA,15,R,,0,,"15th Regiment, Georgia Infantry",7/8/99,I
CGA0016BCS,Confederate,GA,16,B,S,0,,"16th Battalion, Georgia Cavalry (State Guards)",7/8/99,C
CGA0016RC,Confederate,GA,16,R,,0,,"16th Regiment, Georgia Cavalry",,C
CGA0016RI,Confederate,GA,16,R,,0,,"16th Regiment, Georgia Infantry",7/8/99,I
CGA0017BIS,Confederate,GA,17,B,S,0,,"17th Battalion, Georgia Infantry (State Guards)",No unit history.,I
CGA0017RI,Confederate,GA,17,R,,0,,"17th Regiment, Georgia Infantry",7/8/99,I
CGA0018BI01,Confederate,GA,18,B,,1,,"18th Battalion, Georgia Infantry",7/8/99,I
CGA0018BIS,Confederate,GA,18,B,S,0,,"18th Battalion, Georgia Infantry (State Guards)",No unit history.,I
CGA0018RC,Confederate,GA,18,R,,0,,"18th Regiment, Georgia Cavalry",,C
CGA0018RI,Confederate,GA,18,R,,0,,"18th Regiment, Georgia Infantry",7/8/99,I
CGA0018YAH,Confederate,GA,18,Y,H,0,,"18th Battery, Georgia Heavy Artillery",,A
CGA0019BC,Confederate,GA,19,B,,0,,"19th Battalion, Georgia Cavalry",7/8/99,C
CGA0019BIS,Confederate,GA,19,B,S,0,,"19th Battalion, Georgia Infantry (State Guards)",No unit history.,I
CGA0019RI,Confederate,GA,19,R,,0,,"19th Regiment, Georgia Infantry",7/8/99,I
CGA0020BC,Confederate,GA,20,B,,0,,"20th Battalion, Georgia Cavalry",changed history from 8th Cavalry Regiment to 20th Battalion Partisan Rangers because the three commanders listed by Crute are found in the CWSS records for the 20th Battalion Partisan Rangers,C
CGA0020RI,Confederate,GA,20,R,,0,,"20th Regiment, Georgia Infantry",7/8/99,I
CGA0021BC,Confederate,GA,21,B,,0,,"21st Battalion, Georgia Cavalry",7/8/99,C
CGA0021R0M,Confederate,GA,21,R,M,0,,"21st Regiment, Georgia Militia",,
CGA0021RI,Confederate,GA,21,R,,0,,"21st Regiment, Georgia Infantry",7/8/99,I
CGA0022BAH,Confederate,GA,22,B,H,0,,"22nd Battalion, Georgia Heavy Artillery",Added 22nd Artillery (Siege) Battalion history because three of the four commanders listed in Crute exist in the CWSS records for this unit,A
CGA0022BAL,Confederate,GA,22,B,L,0,,"22nd Battalion, Georgia Light Artillery",,A
CGA0022BCS,Confederate,GA,22,B,S,0,,"22nd Battalion, Georgia Cavalry (State Guards)",No unit history.,C
CGA0022RI,Confederate,GA,22,R,,0,,"22nd Regiment, Georgia Infantry",7/8/99,I
CGA0023BCS,Confederate,GA,23,B,S,0,,"23rd Battalion, Georgia Cavalry (State Guards)",,C
CGA0023BI,Confederate,GA,23,B,,0,,"23rd Battalion, Georgia Infantry (Local Defense) (Athens) (Enfield Rifles)",No unit history.,I
CGA0023RI,Confederate,GA,23,R,,0,,"23rd Regiment, Georgia Infantry",7/8/99,I
CGA0024BC,Confederate,GA,24,B,,0,,"24th Battalion, Georgia Cavalry",7/8/99,C
CGA0024RI,Confederate,GA,24,R,,0,,"24th Regiment, Georgia Infantry",7/8/99,I
CGA0025BI,Confederate,GA,25,B,,0,,"25th Battalion, Georgia Infantry (Provost Guard)",No unit history.,I
CGA0025RI,Confederate,GA,25,R,,0,,"25th Regiment, Georgia Infantry",7/8/99,I
CGA0026BI,Confederate,GA,26,B,,0,,"26th Battalion, Georgia Infantry",No unit history.,I
CGA0026RI,Confederate,GA,26,R,,0,,"26th Regiment, Georgia Infantry",7/8/99,I
CGA0027BI01,Confederate,GA,27,B,,1,,"27th Battalion, Georgia Infantry",7/8/99,I
CGA0027BI02,Confederate,GA,27,B,,2,,"27th Battalion, Georgia Infantry (Non-Conscripts)",No unit history.,I
CGA0027R0M,Confederate,GA,27,R,M,0,,"27th Regiment, Georgia Militia",,
CGA0027RI,Confederate,GA,27,R,,0,,"27th Regiment, Georgia Infantry",7/8/99,I
CGA0028BA,Confederate,GA,28,B,,0,,"28th Battalion, Georgia Siege Artillery",7/8/99,A
CGA0028RI,Confederate,GA,28,R,,0,,"28th Regiment, Georgia Infantry",7/8/99,I
CGA0029BC,Confederate,GA,29,B,,0,,"29th Battalion, Georgia Cavalry",7/8/99,C
CGA0029RI,Confederate,GA,29,R,,0,,"29th Regiment, Georgia Infantry",7/8/99,I
CGA0030RI,Confederate,GA,30,R,,0,,"30th Regiment, Georgia Infantry",7/8/99,I
CGA0031RI,Confederate,GA,31,R,,0,,"31st Regiment, Georgia Infantry",7/8/99,I
CGA0032RI,Confederate,GA,32,R,,0,,"32nd Regiment, Georgia Infantry",7/8/99,I
CGA0033RI,Confederate,GA,33,R,,0,,"33rd Regiment, Georgia Infantry",,I
CGA0034RI,Confederate,GA,34,R,,0,,"34th Regiment, Georgia Infantry",7/8/99,I
CGA0035B,Confederate,GA,35,B,,0,,"35th Battalion, Georgia",,
CGA0035RI,Confederate,GA,35,R,,0,,"35th Regiment, Georgia Infantry",7/8/99,I
CGA0036RI01,Confederate,GA,36,R,,1,,"36th Regiment, Georgia Infantry (Broyles')",7/8/99,I
CGA0036RI02,Confederate,GA,36,R,,2,,"36th Regiment, Georgia Infantry (Villepigue's)",7/8/99,I
CGA0036RI03,Confederate,GA,36,R,,3,,"36th Regiment, Georgia Infantry",,I
CGA0037R0M,Confederate,GA,37,R,M,0,,"37th Regiment, Georgia Militia",,
CGA0037RI,Confederate,GA,37,R,,0,,"37th Regiment, Georgia Infantry",7/8/99,I
CGA0038RI,Confederate,GA,38,R,,0,,"38th Regiment, Georgia Infantry",7/8/99,I
CGA0039RI,Confederate,GA,39,R,,0,,"39th Regiment, Georgia Infantry",7/8/99,I
CGA0040BI,Confederate,GA,40,B,,0,,"40th Battalion, Georgia Infantry",No unit history.,I
CGA0040RI,Confederate,GA,40,R,,0,,"40th Regiment, Georgia Infantry",7/8/99,I
CGA0041RI,Confederate,GA,41,R,,0,,"41st Regiment, Georgia Infantry",7/8/99,I
CGA0042RI,Confederate,GA,42,R,,0,,"42nd Regiment, Georgia Infantry",7/8/99,I
CGA0043RI,Confederate,GA,43,R,,0,,"43rd Regiment, Georgia Infantry",7/8/99,I
CGA0044RI,Confederate,GA,44,R,,0,,"44th Regiment, Georgia Infantry",7/8/99,I
CGA0045RI,Confederate,GA,45,R,,0,,"45th Regiment, Georgia Infantry",7/8/99,I
CGA0046RI,Confederate,GA,46,R,,0,,"46th Regiment, Georgia Infantry",7/8/99,I
CGA0047RI,Confederate,GA,47,R,,0,,"47th Regiment, Georgia Infantry",7/8/99,I
CGA0048RI,Confederate,GA,48,R,,0,,"48th Regiment, Georgia Infantry",7/8/99,I
CGA0049RI,Confederate,GA,49,R,,0,,"49th Regiment, Georgia Infantry",7/8/99,I
CGA0050RI,Confederate,GA,50,R,,0,,"50th Regiment, Georgia Infantry",7/8/99,I
CGA0051RI,Confederate,GA,51,R,,0,,"51st Regiment, Georgia Infantry",7/8/99,I
CGA0052RI,Confederate,GA,52,R,,0,,"52nd Regiment, Georgia Infantry",7/8/99,I
CGA0053RI,Confederate,GA,53,R,,0,,"53rd Regiment, Georgia Infantry",7/8/99,I
CGA0054RI,Confederate,GA,54,R,,0,,"54th Regiment, Georgia Infantry",7/8/99,I
CGA0055RI,Confederate,GA,55,R,,0,,"55th Regiment, Georgia Infantry",7/8/99,I
