"belligerent","battle_name","state","killed","wounded","missing","casualties","aggrow","comment","start_date","end_date"
"CS","Roanoke Island, N. C","NC","23","58","2,527","2,608",,"","1862-2-8","1862-2-8"
"CS","Fort Donelson, Tenn","TN","466","1,534","13,829","15,829",,"","1862-2-14","1862-2-16"
"CS","New Berne, N. C","NC","64","101","413","578",,"","1862-3-14","1862-3-14"
"CS","Kernstown, Va","VA","80","375","263","718",,"","1862-3-23","1862-3-23"
"CS","Shiloh, Tenn","TN","1,723","8,012","959","10,694",,"","1862-4-6","1862-4-7"
"CS","Camden, N. C","NC","6","19","3","28",,"","1862-4-19","1862-4-19"
"CS","Williamsburg, Va","VA","288","975","297","1,560",,"","1862-5-5","1862-5-5"
"CS","West Point, Va","VA","8","40","0","48",,"","1862-5-7","1862-5-7"
"CS","McDowell, Va","VA","75","423","0","498",,"","1862-5-8","1862-5-8"
"CS","Front Royal; Winchester, Va","VA","39","172","3","214",,"","1862-5-23","1862-5-25"
"CS","Hanover C. H., Va","VA","73","192","0","265",,"","1862-5-27","1862-5-27"
"CS","Fair Oaks, Va","VA","980","4,749","405","6,134",,"","1862-5-31","1862-5-31"
"CS","Harrisonburg, Va","VA","17","50","3","70",,"","1862-6-6","1862-6-6"
"CS","Cross Keys, Va","VA","56","392","47","495",,"","1862-6-8","1862-6-8"
"CS","Port Republic, Va","VA","78","533","4","615",,"","1862-6-9","1862-6-9"
"CS","Secessionville, S. C","SC","52","144","8","204",,"","1862-6-16","1862-6-16"
"CS","Seven Days Battle, Va","VA","3,478","16,261","875","20,614",,"Approximate division of loss: June 25, Oak Grove, 441; June 26, Mechanicsville, 1,365; June 27, Gaines's Mill, 8,751; June 28, Garnett's Farm, and Golding's Farm, 461; June 29, Savage Station and Peach Orchard, 626; June 30, White Oak Swamp and Glendale (or Charles City Cross Roads), 3,615, July 1, Malvern Hill, 5,355; total, 20,614.--Official Records, Vol. XI, Part II, pp. 973-984: Confederate Reports.","1862-6-25","1862-7-1"
"CS","Baton Rouge, La","LA","84","313","56","453",,"","1862-8-5","1862-8-5"
"CS","Cedar Mountain, Va","VA","223","1,060","31","1,314",,"","1862-8-9","1862-8-9"
"CS","Richmond, Ky","KY","78","372","1","451",,"","1862-8-30","1862-8-30"
"CS","Manassas, Va","VA","1,481","7,627","89","9,197",,"Includes Rappahannock and Chantilly; compiled from official reports of Longstreet, Jackson and Stuart.","1862-8-21","1862-9-2"
"CS","Fayetteville, W. Va","WV","16","32","0","48",,"","1862-9-10","1862-9-10"
"CS","Maryland Campaign, Md","MD","1,886","9,348","1,367","12,601",,"Includes Harper's Ferry, Crampton's Gap, South Mountain, Antietam, and Shepherdstown.","1862-9-12","1862-9-20"
"CS","Munfordville, Ky","KY","40","211","0","251",,"","1862-9-14","1862-9-17"
"CS","Iuka, Miss","MS","86","408","199","693",,"","1862-9-19","1862-9-19"
"CS","Corinth, Miss","MS","505","2,150","2,183","4,838",,"Includes loss at Hatchie River, October 5th.","1862-10-3","1862-10-5"
"CS","Chaplin Hills, Ky","KY","510","2,635","251","3,396",,"","1862-10-8","1862-10-8"
"CS","Pocotaligo, S. C","SC","21","124","18","163",,"","1862-10-22","1862-10-22"
"CS","Coffeeville, Miss","MS","7","43","10","60",,"","1862-12-5","1862-12-5"
"CS","Hartsville, Tenn","TN","21","104","14","139",,"","1862-12-7","1862-12-7"
"CS","Prairie Grove, Ark","AR","164","817","0","981",,"","1862-12-7","1862-12-7"
"CS","Kinston, Whitehall, N. C","VA","71","268","400","739",,"","1862-12-12","1862-12-17"
"CS","Fredericksburg, Va","VA","596","4,068","651","5,315",,"","1862-12-13","1862-12-13"
"CS","Chickasaw Bluffs, Miss","MS","57","120","10","187",,"","1862-12-26","1862-12-29"
"CS","Stone's River, Tenn","TN","1,294","7,945","1,027","10,266",,"","1862-12-31","1862-12-31"
"CS","Springfield; Hartsville, Mo","MO","32","201","29","262",,"","1863-1-2","1863-1-11"
"CS","Deserted House, Va","VA","8","31","0","39",,"","1863-1-30","1863-1-30"
"CS","Thompson's Station, Tenn","TN","56","289","12","357",,"","1863-3-5","1863-3-5"
"CS","Kelly's Ford, Va","VA","11","88","34","133",,"","1863-3-17","1863-3-17"
"CS","Magnolia Hills, Miss","MS","68","380","384","832",,"","1863-5-1","1863-5-1"
"CS","Chancellorsville, Va","VA","1,665","9,081","2,018","12,764",,"","1863-5-1","1863-5-4"
"CS","Raymond, Miss","MS","73","251","190","514",,"","1863-5-12","1863-5-12"
"CS","Champion's Hill, Miss","MS","380","1,018","2,441","3,839",,"","1863-5-16","1863-5-16"
"CS","Milliken's Bend, La","LA","101","285","266","652",,"","1863-6-6","1863-6-6"
"CS","Beverly Ford, Va","VA","51","250","132","433",,"Not including 90 killed, wounded, and missing in White's battalion.","1863-6-9","1863-6-9"
"CS","Middleburg; Upperville, Va","VA","65","279","166","510",,"","1863-6-10","1863-6-24"
"CS","Winchester, Va","VA","47","219","3","269",,"","1863-6-13","1863-6-13"
"CS","Hanover, Pa","PA","9","50","58","117",,"","1863-6-30","1863-6-30"
"CS","Gettysburg, Pa","PA","2,592","12,706","5,150","20,448",,"The records on file at Washington bear the names of 6,802 wounded, and 5,425 unwounded Confederates captured at Gettysburg. The official reports of Longstreet, Ewell, Hill, and Stuart indicate a loss (after making necessary deductions) of 2,701 killed, 12,739 wounded, 7,528 missing; total, 22,968.","1863-7-1","1863-7-3"
"CS","Helena, Ark","AR","173","645","772","1,590",,"","1863-7-4","1863-7-4"
"CS","Hagerstown; Williamsport, Md","MD","8","65","181","254",,"","1863-7-6","1863-7-6"
"CS","Jackson, Miss","MS","71","504","765","1,340",,"","1863-7-9","1863-7-16"
"CS","Funkstown; Boonsborough, Md","MD","26","130","60","216",,"","1863-7-12","1863-7-12"
"CS","Plain's Store, La","LA","12","36","0","48",,"","1863-5-21","1863-5-21"
"CS","Port Hudson, La","LA","176","447","0","623",,"","1863-5-25","1863-7-9"
"CS","Morris Island, S. C.","SC","40","124","127","291",,"","1863-7-10","1863-7-10"
"CS","Fort Wagner, S. C.","SC","6","6","0","12",,"","1863-7-11","1863-7-11"
"CS","Fort Wagner, S. C.","SC","36","140","5","181",,"","1863-7-18","1863-7-18"
"CS","Charleston Harbor, S. C.","SC","75","404","27","506",,"","1863-7-19","1863-9-6"
"CS","Rocky Gap, Va","VA","20","129","13","162",,"","1863-8-26","1863-8-27"
"CS","Chickamauga, Ga","GA","2,068","13,085","1,303","16,456",,"With the exception of Scott's Brigade the cavalry losses are not included.","1863-9-19","1863-9-20"
"CS","Cavalry Affairs, Va","VA","74","477","89","640",,"Hampton's and Fitz Lee's Cavalry, at Culpeper, Buckland Mills and other places.","1863-10-10","1863-10-21"
"CS","Bristoe Station, Va","VA","136","797","445","1,378",,"","1863-10-14","1863-10-14"
"CS","Wauhatchie, Tenn","TN","33","306","58","397",,"","1863-10-27","1863-10-27"
"CS","Droop Mountain, Va","VA","","","","275",,"","1863-11-6","1863-11-6"
"CS","Kelly's Ford, Va","VA","","","","359",,"","1863-11-7","1863-11-7"
"CS","Rappahannock Station, Va","VA","","","","1,674",,"","1863-11-7","1863-11-7"
"CS","Missionary Ridge, Tenn","TN","361","2,160","4,146","6,667",,"Including Lookout Mountain.","1863-11-23","1863-11-25"
"CS","Mine Run Campaign, Va.","VA","110","570","65","745",,"","1863-11-26","1863-11-30"
"CS","Knoxville, Tenn","TN","198","850","248","1,296",,"","1863-11-14","1863-11-30"
"CS","Fort Sanders, Tenn","TN","129","458","226","813",,"Included, also, in losses November 14-30, 1863--Knoxville.","1863-11-29","1863-11-29"
"CS","Olustee, Fla","FL","93","847","6","946",,"","1864-2-20","1864-2-20"
"CS","MaConfederates during the Atlanta campaign, which should be added to the above losses.","GA","","","","",,"","1864-4-25","1864-4-25"
"CS","Kenesaw Mountain (Atlanta Campaign)","GA","468","3,480","0","3,948",,"As stated by Dr. Foard, Medical Director of Johnston's (and Hood's) Army, and does not include the missing. Sherman's Army captured 12,983 Confederates during the Atlanta campaign, which should be added to the above losses.","1864-6-4","1864-7-4"
"CS","Peach Tree Creek; Atlanta (Atlanta Campaign)","GA","1,341","7,500","0","8,841",,"As stated by Dr. Foard, Medical Director of Johnston's (and Hood's) Army, and does not include the missing. Sherman's Army captured 12,983 Confederates during the Atlanta campaign, which should be added to the above losses.","1864-7-4","1864-7-31"
"CS","Utoy Creek; Jonesboro (Atlanta Campaign)","GA","482","3,223","0","3,705",,"As stated by Dr. Foard, Medical Director of Johnston's (and Hood's) Army, and does not include the missing. Sherman's Army captured 12,983 Confederates during the Atlanta campaign, which should be added to the above losses.","1864-7-31","1864-9-1"
"CS","Cavalry Engagements (Atlanta Campaign)","GA","73","341","0","414",,"As stated by Dr. Foard, Medical Director of Johnston's (and Hood's) Army, and does not include the missing. Sherman's Army captured 12,983 Confederates during the Atlanta campaign, which should be added to the above losses.","1864-5-6","1864-5-31"
"CS","New Market, Va","VA","34","484","13","531",,"","1864-5-15","1864-5-15"
"CS","Brice's Cross Roads, Miss.","MS","96","396","0","492",,"","1864-6-10","1864-6-11"
"CS","Johns Island; James Island, S. C.","SC","33","92","0","125",,"","1864-7-1","1864-7-11"
"CS","Tupelo, Miss","MS","210","1,049","49","1,308",,"","1864-7-13","1864-7-15"
"CS","Opequon, Va","VA","226","1,567","1,818","3,611",,"Not including the loss in the cavalry, which was reported as slight.","1864-9-19","1864-9-19"
"CS","Fisher's Hill, Va.","VA","30","210","995","1,235",,"Not including the loss in the cavalry, which was reported as slight.","1864-9-22","1864-9-22"
"CS","Allatoona Pass, Ga","VA","127","456","290","873",,"","1864-10-5","1864-10-5"
"CS","Cedar Creek, Va","GA","320","1,540","1,050","2,910",,"General Early reported his loss at Cedar Creek at 1,860 killed and wounded, and ""something over 1,000 prisoners.""","1864-10-19","1864-10-19"
"CS","Averasboro, N. C","VA","108","540","217","865",,"","1865-3-16","1865-3-16"
"CS","Bentonville, N. C","NC","239","1,694","673","2,606",,"","1865-3-19","1865-3-19"
"US","Seven Days Battle, Va","VA","1,734","8,062","6,053","15,849",1,"","1862-6-25","1862-7-1"
"US","Atlanta Campaign, Ga","GA","4,423","22,822","4,442","31,687",1,"","1864-5-5","1864-9-1"
