cwsac_id,battle_name,cwsac2_url,lat,long
TN020,Blue Springs,http://www.nps.gov/hps/abpp/CWSII/Beans Station to Bulls Gap.pdf,36.1934,-82.9373
TN021,Wauhatchie,http://www.nps.gov/hps/abpp/CWSII/Stones River to Wauhatchie.pdf,35.002,-85.38
TN022,Collierville,http://www.nps.gov/hps/abpp/CWSII/Campbells Station to Columbia.pdf,35.044,-89.6645
TN023,Campbell's Station,http://www.nps.gov/hps/abpp/CWSII/Campbells Station to Columbia.pdf,35.8846,-84.1539
TN024,Chattanooga III,http://www.nps.gov/hps/abpp/CWSII/Campbells Station to Columbia.pdf,35.03,-85.257
TN025,Fort Sanders,http://www.nps.gov/hps/abpp/CWSII/Fort Pillow to FranklinII.pdf,35.9589,-83.9338
TN026,Bean's Station,http://www.nps.gov/hps/abpp/CWSII/Beans Station to Bulls Gap.pdf,36.3248,-83.369
TN027,Mossy Creek,http://www.nps.gov/hps/abpp/CWSII/Memphis I to Murfreesboro II.pdf,36.1444,-83.4423
TN028,Dandridge,http://www.nps.gov/hps/abpp/CWSII/Dandridge to Fort Henry.pdf,36.0472,-83.3493
TN029,Fair Garden,http://www.nps.gov/hps/abpp/CWSII/Dandridge to Fort Henry.pdf,35.8645,-83.5096
TN030,Fort Pillow,http://www.nps.gov/hps/abpp/CWSII/Fort Pillow to FranklinII.pdf,35.6324,-89.8487
TN031,Memphis II,http://www.nps.gov/hps/abpp/CWSII/Memphis I to Murfreesboro II.pdf,35.1446,-90.054
TN032,Johnsonville,http://www.nps.gov/hps/abpp/CWSII/Hartsville to Johnsonville.pdf,36.0708,-87.9757
TN033,Bull's Gap,http://www.nps.gov/hps/abpp/CWSII/Beans Station to Bulls Gap.pdf,36.252,-83.081
TN034,Columbia,http://www.nps.gov/hps/abpp/CWSII/Campbells Station to Columbia.pdf,35.6163,-87.0488
TN035,Spring Hill,http://www.nps.gov/hps/abpp/CWSII/Nashville to Spring Hill.pdf,35.7374,-86.9323
TN036,Franklin II,http://www.nps.gov/hps/abpp/CWSII/Fort Pillow to FranklinII.pdf,35.9174,-86.8733
TN037,Murfreesboro II,http://www.nps.gov/hps/abpp/CWSII/Memphis I to Murfreesboro II.pdf,35.8689,-86.4593
TN038,Nashville,http://www.nps.gov/hps/abpp/CWSII/Nashville to Spring Hill.pdf,36.0881,-86.8098
TX001,Sabine Pass I,http://www.nps.gov/hps/abpp/CWSII/CWSACReportTexasUpdate.pdf,29.7359,-93.8711
TX002,Galveston I,http://www.nps.gov/hps/abpp/CWSII/CWSACReportTexasUpdate.pdf,29.3397,-94.774
TX003,Galveston II,http://www.nps.gov/hps/abpp/CWSII/CWSACReportTexasUpdate.pdf,29.3395,-94.767
TX005,Palmito Ranch,http://www.nps.gov/hps/abpp/CWSII/CWSACReportTexasUpdate.pdf,25.9467,-97.2853
TX006,Sabine Pass II,http://www.nps.gov/hps/abpp/CWSII/CWSACReportTexasUpdate.pdf,29.7205,-93.8708
VA001,Sewell's Point,http://www.nps.gov/hps/abpp/CWSII/Sappony Church to Spotsylvania Court House.pdf,36.9547,-76.3267
VA002,Aquia Creek,http://www.nps.gov/hps/abpp/CWSII/Aldie to Auburn II.pdf,38.3893,-77.3157
VA003,Big Bethel,http://www.nps.gov/hps/abpp/CWSII/Balls Bluff to Big Bethel.pdf,37.0937,-76.425
VA004,Blackburn's Ford,http://www.nps.gov/hps/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf,38.8042,-77.4492
VA005,Manassas I,http://www.nps.gov/hps/abpp/CWSII/Lewis Farm to Manassas II.pdf,38.8147,-77.5227
VA006,Ball's Bluff,http://www.nps.gov/hps/abpp/CWSII/Balls Bluff to Big Bethel.pdf,39.1282,-77.5277
VA007,Dranesville,http://www.nps.gov/hps/abpp/CWSII/Deep Bottom II to Drewrys Bluff.pdf,38.9955,-77.3372
VA008,Hampton Roads,http://www.nps.gov/hps/abpp/CWSII/Hampton Roads to High Bridge.pdf,36.9833,-76.3197
VA009,Yorktown,http://www.nps.gov/hps/abpp/CWSII/Winchester II to Yorktown.pdf,37.184,-76.534
VA010,Williamsburg,http://www.nps.gov/hps/abpp/CWSII/Williamsburg to Winchester I.pdf,37.2642,-76.6659
VA011,Eltham's Landing,http://www.nps.gov/hps/abpp/CWSII/Elthams Landing to Five Forks.pdf,37.5002,-76.8423
VA012,Drewry's Bluff,http://www.nps.gov/hps/abpp/CWSII/Deep Bottom II to Drewrys Bluff.pdf,37.4211,-77.4229
VA013,Hanover Court House,http://www.nps.gov/hps/abpp/CWSII/Hampton Roads to High Bridge.pdf,37.7222,-77.3763
VA014,Seven Pines,http://www.nps.gov/hps/abpp/CWSII/Sappony Church to Spotsylvania Court House.pdf,37.5209,-77.3042
VA015,Oak Grove,http://www.nps.gov/hps/abpp/CWSII/Oak Grove to Opequon.pdf,37.5154,-77.3292
VA016,Beaver Dam Creek,http://www.nps.gov/hps/abpp/CWSII/Balls Bluff to Big Bethel.pdf,37.5985,-77.3599
VA017,Gaines' Mill,http://www.nps.gov/hps/abpp/CWSII/Gaines Mill to Guard Hill.pdf,37.579,-77.2872
VA018,Garnett's & Golding's Farms,http://www.nps.gov/hps/abpp/CWSII/Gaines Mill to Guard Hill.pdf,37.5532,-77.3145
VA019,Savage's Station,http://www.nps.gov/hps/abpp/CWSII/Sappony Church to Spotsylvania Court House.pdf,37.5222,-77.271
VA020,Glendale/White Oak Swamp,http://www.nps.gov/hps/abpp/CWSII/White oak Road to Wilderness.pdf,37.4379,-77.2381
VA021,Malvern Hill,http://www.nps.gov/hps/abpp/CWSII/Lewis Farm to Manassas II.pdf,37.4124,-77.2509
VA022,Cedar Mountain,http://www.nps.gov/hps/abpp/CWSII/Cedar Creek to Chancellorsville.pdf,38.4014,-78.0658
VA023,Rappahannock Station I,http://www.nps.gov/hps/abpp/CWSII/Rappahannock I and II.pdf,38.5272,-77.8302
VA024,Manassas Station Operations,http://www.nps.gov/hps/abpp/CWSII/Manassas Gap to Middleburg.pdf,38.7322,-77.5453
VA025,Thoroughfare Gap,http://www.nps.gov/hps/abpp/CWSII/Thoroughfare Gap to Upperville.pdf,38.8243,-77.7148
VA026,Manassas II,http://www.nps.gov/hps/abpp/CWSII/Lewis Farm to Manassas II.pdf,38.8125,-77.5213
VA027,Chantilly,http://www.nps.gov/hps/abpp/CWSII/Chantilly to Cold Harbor.pdf,38.8645,-77.3695
VA028,Fredericksburg I,http://www.nps.gov/hps/abpp/CWSII/Fort Stedman to Front Royal.pdf,38.2995,-77.4705
VA029,Kelly's Ford,http://www.nps.gov/hps/abpp/CWSII/Jerusalem Plank Road to Kernstown II.pdf,38.4769,-77.7799
VA030,Suffolk II,http://www.nps.gov/hps/abpp/CWSII/Staunton River Bridge to Swift Creek.pdf,36.7597,-76.5671
VA031,Suffolk I,http://www.nps.gov/hps/abpp/CWSII/Staunton River Bridge to Swift Creek.pdf,36.7149,-76.5829
VA032,Chancellorsville,http://www.nps.gov/hps/abpp/CWSII/Cedar Creek to Chancellorsville.pdf,38.3105,-77.6484
VA033,Salem Church,http://www.nps.gov/hps/abpp/CWSII/Sailors Creek to Saltville II.pdf,38.2889,-77.5309
VA034,Fredericksburg II,http://www.nps.gov/hps/abpp/CWSII/Fort Stedman to Front Royal.pdf,38.2957,-77.4684
VA035,Brandy Station,http://www.nps.gov/hps/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf,38.5018,-77.8936
VA036,Aldie,http://www.nps.gov/hps/abpp/CWSII/Aldie to Auburn II.pdf,38.9826,-77.6588
VA037,Middleburg,http://www.nps.gov/hps/abpp/CWSII/Manassas Gap to Middleburg.pdf,38.9678,-77.7597
VA038,Upperville,http://www.nps.gov/hps/abpp/CWSII/Thoroughfare Gap to Upperville.pdf,38.9851,-77.8343
VA039,Auburn I,http://www.nps.gov/hps/abpp/CWSII/Aldie to Auburn II.pdf,38.7,-77.7
VA040,Bristoe Station,http://www.nps.gov/hps/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf,38.7234,-77.5418
VA041,Auburn II,http://www.nps.gov/hps/abpp/CWSII/Aldie to Auburn II.pdf,38.7021,-77.7018
VA042,Buckland Mills,http://www.nps.gov/hps/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf,38.7747,-77.692
VA043,Rappahannock Station II,http://www.nps.gov/hps/abpp/CWSII/Rappahannock I and II.pdf,38.533,-77.8136
VA044,Mine Run,http://www.nps.gov/hps/abpp/CWSII/Mine Run to North Anna.pdf,38.3379,-77.8187
VA045,Morton's Ford,http://www.nps.gov/hps/abpp/CWSII/Mine Run to North Anna.pdf,38.3746,-77.904
VA046,Wilderness,http://www.nps.gov/hps/abpp/CWSII/White oak Road to Wilderness.pdf,38.3164,-77.7597
VA047,Port Walthall Junction,http://www.nps.gov/hps/abpp/CWSII/Piedmont to Proctors Creek.pdf,37.3116,-77.4028
VA048,Spotsylvania Court House,http://www.nps.gov/hps/abpp/CWSII/Sappony Church to Spotsylvania Court House.pdf,38.2242,-77.5981
VA049,Cloyd's Mountain,http://www.nps.gov/hps/abpp/CWSII/Chantilly to Cold Harbor.pdf,37.1746,-80.709
VA050,Swift Creek,http://www.nps.gov/hps/abpp/CWSII/Staunton River Bridge to Swift Creek.pdf,37.2861,-77.4118
VA051,Chester Station,http://www.nps.gov/hps/abpp/CWSII/Chantilly to Cold Harbor.pdf,37.3529,-77.4122
VA052,Yellow Tavern,http://www.nps.gov/hps/abpp/CWSII/Winchester II to Yorktown.pdf,37.6599,-77.4552
VA053,Proctor's Creek,http://www.nps.gov/hps/abpp/CWSII/Piedmont to Proctors Creek.pdf,37.3935,-77.4277
VA054,Ware Bottom Church,http://www.nps.gov/hps/abpp/CWSII/Walkerton to Waynesboro.pdf,37.3444,-77.3914
VA055,North Anna,http://www.nps.gov/hps/abpp/CWSII/Mine Run to North Anna.pdf,37.8862,-77.4943
VA056,Wilson's Wharf,http://www.nps.gov/hps/abpp/CWSII/Williamsburg to Winchester I.pdf,37.3067,-76.9967
VA057,Totopotomoy Creek,http://www.nps.gov/hps/abpp/CWSII/Thoroughfare Gap to Upperville.pdf,37.634,-77.2987
VA058,Haw's Shop,http://www.nps.gov/hps/abpp/CWSII/Hampton Roads to High Bridge.pdf,37.676,-77.3118
VA059,Old Church,http://www.nps.gov/hps/abpp/CWSII/Oak Grove to Opequon.pdf,37.6444,-77.2209
VA062,Cold Harbor,http://www.nps.gov/hps/abpp/CWSII/Chantilly to Cold Harbor.pdf,37.59,-77.285
VA063,Petersburg II,http://www.nps.gov/hps/abpp/CWSII/Peebles Farm to Petersburg III.pdf,37.2211,-77.3782
VA064,Lynchburg,http://www.nps.gov/hps/abpp/CWSII/Lewis Farm to Manassas II.pdf,37.3845,-79.1832
VA065,Jerusalem Plank Road,http://www.nps.gov/hps/abpp/CWSII/Jerusalem Plank Road to Kernstown II.pdf,37.1844,-77.3767
VA066,Saint Mary's Church,http://www.nps.gov/hps/abpp/CWSII/Sailors Creek to Saltville II.pdf,37.4322,-77.1506
VA067,Sappony Church,http://www.nps.gov/hps/abpp/CWSII/Sappony Church to Spotsylvania Court House.pdf,36.9459,-77.4531
VA068,Ream's Station I,http://www.nps.gov/hps/abpp/CWSII/Reams Station I to Rutherfords Farm.pdf,37.0959,-77.4226
VA069,Deep Bottom I,http://www.nps.gov/hps/abpp/CWSII/Darbytown to Deep Bottom I.pdf,37.4359,-77.2609
VA070,Crater,http://www.nps.gov/hps/abpp/CWSII/Cool Spring to Cumberland Church.pdf,37.2183,-77.3777
VA071,Deep Bottom II,http://www.nps.gov/hps/abpp/CWSII/Deep Bottom II to Drewrys Bluff.pdf,37.4438,-77.2844
VA072,Globe Tavern,http://www.nps.gov/hps/abpp/CWSII/Gaines Mill to Guard Hill.pdf,37.1747,-77.4203
VA073,Ream's Station II,http://www.nps.gov/hps/abpp/CWSII/Reams Station I to Rutherfords Farm.pdf,37.0959,-77.4226
VA074,Peebles' Farm,http://www.nps.gov/hps/abpp/CWSII/Peebles Farm to Petersburg III.pdf,37.1705,-77.4537
VA075,Chaffin's Farm / New Market Heights,http://www.nps.gov/hps/abpp/CWSII/Cedar Creek to Chancellorsville.pdf,37.4268,-77.3729
VA076,Saltville I,http://www.nps.gov/hps/abpp/CWSII/Sailors Creek to Saltville II.pdf,36.8857,-81.7592
VA077,Darbytown & New Market Roads,http://www.nps.gov/hps/abpp/CWSII/Darbytown to Deep Bottom I.pdf,37.4576,-77.346703
VA078,Darbytown Road,http://www.nps.gov/hps/abpp/CWSII/Darbytown to Deep Bottom I.pdf,37.483,-77.3574
VA079,Boydton Plank Road,http://www.nps.gov/hps/abpp/CWSII/Blackburns Ford to Buckland Mills.pdf,37.1431,-77.5116
VA080,Fair Oaks & Darbytown Road,http://www.nps.gov/hps/abpp/CWSII/Elthams Landing to Five Forks.pdf,37.494,-77.334
VA081,Marion,http://www.nps.gov/hps/abpp/CWSII/Manassas Gap to Middleburg.pdf,36.852,-81.4873
VA082,Saltville II,http://www.nps.gov/hps/abpp/CWSII/Sailors Creek to Saltville II.pdf,36.8646,-81.7674
VA083,Hatcher's Run,http://www.nps.gov/hps/abpp/CWSII/Hampton Roads to High Bridge.pdf,37.1305,-77.4853
VA084,Fort Stedman,http://www.nps.gov/hps/abpp/CWSII/Fort Stedman to Front Royal.pdf,37.226,-77.371
VA085,Lewis's Farm,http://www.nps.gov/hps/abpp/CWSII/Lewis Farm to Manassas II.pdf,37.1283,-77.5278
VA086,Dinwiddie Court House,http://www.nps.gov/hps/abpp/CWSII/Deep Bottom II to Drewrys Bluff.pdf,37.0773,-77.5871
VA087,White Oak Road,http://www.nps.gov/hps/abpp/CWSII/White oak Road to Wilderness.pdf,37.1484,-77.5197
VA088,Five Forks,http://www.nps.gov/hps/abpp/CWSII/Elthams Landing to Five Forks.pdf,37.1394,-77.6228
VA089,Petersburg III,http://www.nps.gov/hps/abpp/CWSII/Peebles Farm to Petersburg III.pdf,37.1776,-77.4774
VA090,Sutherland's Station,http://www.nps.gov/hps/abpp/CWSII/Staunton River Bridge to Swift Creek.pdf,37.1975,-77.5625
VA091,Amelia Springs,http://www.nps.gov/hps/abpp/CWSII/Aldie to Auburn II.pdf,37.3344,-78.079
VA092,Rice's Station,http://www.nps.gov/hps/abpp/CWSII/Reams Station I to Rutherfords Farm.pdf,37.2691,-78.2947
VA093,Sailor's Creek,http://www.nps.gov/hps/abpp/CWSII/Sailors Creek to Saltville II.pdf,37.3055,-78.228
VA094,Cumberland Church,http://www.nps.gov/hps/abpp/CWSII/Cool Spring to Cumberland Church.pdf,37.3464,-78.3866
VA095,High Bridge,http://www.nps.gov/hps/abpp/CWSII/Hampton Roads to High Bridge.pdf,37.3122,-78.3177
VA096,Appomattox Station,http://www.nps.gov/hps/abpp/CWSII/Aldie to Auburn II.pdf,37.3535,-78.8273
VA097,Appomattox Court House,http://www.nps.gov/hps/abpp/CWSII/Aldie to Auburn II.pdf,37.377778,-78.794444
VA098,Petersburg I,http://www.nps.gov/hps/abpp/CWSII/Peebles Farm to Petersburg III.pdf,37.2038,-77.3831
VA099,Trevilian Station,http://www.nps.gov/hps/abpp/CWSII/Thoroughfare Gap to Upperville.pdf,38.0497,-78.066
VA100,Cockpit Point,http://www.nps.gov/hps/abpp/CWSII/Chantilly to Cold Harbor.pdf,38.5586,-77.2642
VA101,Kernstown I,http://www.nps.gov/hps/abpp/CWSII/Jerusalem Plank Road to Kernstown II.pdf,39.1431,-78.2058
VA102,McDowell,http://www.nps.gov/hps/abpp/CWSII/Manassas Gap to Middleburg.pdf,38.3247,-79.4754
VA103,Front Royal,http://www.nps.gov/hps/abpp/CWSII/Fort Stedman to Front Royal.pdf,38.936,-78.1923
VA104,Winchester I,http://www.nps.gov/hps/abpp/CWSII/Williamsburg to Winchester I.pdf,39.1773,-78.1744
VA105,Cross Keys,http://www.nps.gov/hps/abpp/CWSII/Cool Spring to Cumberland Church.pdf,38.3579,-78.8438
VA106,Port Republic,http://www.nps.gov/hps/abpp/CWSII/Piedmont to Proctors Creek.pdf,38.3002,-78.7933
VA107,Winchester II,http://www.nps.gov/hps/abpp/CWSII/Winchester II to Yorktown.pdf,39.1847,-78.1671
VA108,Manassas Gap,http://www.nps.gov/hps/abpp/CWSII/Manassas Gap to Middleburg.pdf,38.914,-78.114
VA109,Cove Mountain,http://www.nps.gov/hps/abpp/CWSII/Cool Spring to Cumberland Church.pdf,37.043,-81.122
VA110,New Market,http://www.nps.gov/hps/abpp/CWSII/Mine Run to North Anna.pdf,38.6552,-78.6783
VA111,Piedmont,http://www.nps.gov/hps/abpp/CWSII/Piedmont to Proctors Creek.pdf,38.2142,-78.8994
VA113,Staunton River Bridge,http://www.nps.gov/hps/abpp/CWSII/Staunton River Bridge to Swift Creek.pdf,36.8857,-78.7044
VA114,Cool Spring,http://www.nps.gov/hps/abpp/CWSII/Cool Spring to Cumberland Church.pdf,39.1457,-77.865
VA115,Rutherford's Farm,http://www.nps.gov/hps/abpp/CWSII/Reams Station I to Rutherfords Farm.pdf,39.2193,-78.1333
VA116,Kernstown II,http://www.nps.gov/hps/abpp/CWSII/Jerusalem Plank Road to Kernstown II.pdf,39.1395,-78.1953
VA117,Guard Hill,http://www.nps.gov/hps/abpp/CWSII/Gaines Mill to Guard Hill.pdf,38.9531,-78.2001
VA118,Berryville,http://www.nps.gov/hps/abpp/CWSII/Balls Bluff to Big Bethel.pdf,39.1621,-77.9976
VA119,Opequon,http://www.nps.gov/hps/abpp/CWSII/Oak Grove to Opequon.pdf,39.1956,-78.1325
VA120,Fisher's Hill,http://www.nps.gov/hps/abpp/CWSII/Elthams Landing to Five Forks.pdf,38.9838,-78.3959
VA121,Tom's Brook,http://www.nps.gov/hps/abpp/CWSII/Thoroughfare Gap to Upperville.pdf,38.9429,-78.4458
VA122,Cedar Creek,http://www.nps.gov/hps/abpp/CWSII/Cedar Creek to Chancellorsville.pdf,39.0208,-78.3038
VA123,Waynesboro,http://www.nps.gov/hps/abpp/CWSII/Walkerton to Waynesboro.pdf,38.0656,-78.8962
VA124,Namozine Church,http://www.nps.gov/hps/abpp/CWSII/Mine Run to North Anna.pdf,37.2489,-77.7256
VA125,Walkerton,http://www.nps.gov/hps/abpp/CWSII/Walkerton to Waynesboro.pdf,37.7092,-76.9247
WV001,Philippi,http://www.nps.gov/hps/abpp/CWSII/Moorefield to Princeton Courthouse.pdf,39.1532,-80.0428
WV002,Hoke's Run,http://www.nps.gov/hps/abpp/CWSII/Greenbrier River to Kesslers Cross Lanes.pdf,39.545,-77.9063
WV003,Rich Mountain,http://www.nps.gov/hps/abpp/CWSII/Rich Mountain to Summit Point.pdf,38.8661,-79.9339
WV004,Kessler's Cross Lanes,http://www.nps.gov/hps/abpp/CWSII/Greenbrier River to Kesslers Cross Lanes.pdf,38.235,-80.935
WV005,Cheat Mountain,http://www.nps.gov/hps/abpp/CWSII/Camp Allegheny to Droop Mountain.pdf,38.6214,-79.8806
WV006,Carnifex Ferry,http://www.nps.gov/hps/abpp/CWSII/Camp Allegheny to Droop Mountain.pdf,38.2089,-80.9386
WV007,Greenbrier River,http://www.nps.gov/hps/abpp/CWSII/Greenbrier River to Kesslers Cross Lanes.pdf,38.5342,-79.7678
WV008,Camp Allegheny,http://www.nps.gov/hps/abpp/CWSII/Camp Allegheny to Droop Mountain.pdf,38.4739,-79.7244
WV010,Harpers Ferry,http://www.nps.gov/hps/abpp/CWSII/Greenbrier River to Kesslers Cross Lanes.pdf,39.3228,-77.7302
WV012,Droop Mountain,http://www.nps.gov/hps/abpp/CWSII/Camp Allegheny to Droop Mountain.pdf,38.1128,-80.274
WV013,Moorefield,http://www.nps.gov/hps/abpp/CWSII/Moorefield to Princeton Courthouse.pdf,39.0941,-78.9645
WV014,Summit Point,http://www.nps.gov/hps/abpp/CWSII/Rich Mountain to Summit Point.pdf,39.2499,-77.9586
WV015,Smithfield Crossing,http://www.nps.gov/hps/abpp/CWSII/Rich Mountain to Summit Point.pdf,39.308,-77.9824
WV016,Shepherdstown,http://www.nps.gov/hps/abpp/CWSII/Rich Mountain to Summit Point.pdf,39.4279,-77.7786
MO010,Mount Zion Church,http://www.nps.gov/hps/abpp/CWSII/Lexington I to New Madrid Island No 10.pdf,39.0692,-92.1792
MO012,New Madrid/Island No. 10,http://www.nps.gov/hps/abpp/CWSII/Lexington I to New Madrid Island No 10.pdf,36.4588,-89.4708
MO022,Glasgow,http://www.nps.gov/hps/abpp/CWSII/Fort Davidson to Kirksville.pdf,39.226,-92.846
WV009,Princeton Court House,http://www.nps.gov/hps/abpp/CWSII/Moorefield to Princeton Courthouse.pdf,37.3657,-81.1017
