filename,battle,name,state,county,start_date,end_date,description,campaign
cw_010301_allatoonageo.htm,GA023,Allatoona,Georgia ,Bartow County,1864-10-05,1864-10-05,"Allatoona, Georgia (GA023) , Bartow County, October 5, 1864",Hood's March to Tennessee: October-December 1864
cw_006801_blountvillet.htm,TN019,Blountville,Tennessee ,Sullivan County,1863-09-22,1863-09-22,"Blountville, Tennessee (TN019) , Sullivan County, September 22, 1863",East Tennessee: September-October 1863
cw_008901_newmarketvir.htm,VA110,New Market,Virginia ,Shenandoah County,1864-05-15,1864-05-15,"New Market, Virginia (VA110) , Shenandoah County, May 15, 1864",Shenandoah Valley: May-June 1864
cw_003801_tampaflorida.htm,FL002,Tampa,Florida ,Tampa,1862-06-30,1862-07-01,"Tampa, Florida (FL002) , Tampa, June 30-July 1, 1862",Florida: June-October 1862
cw_009708_thecratervir.htm,VA070,The Crater,Virginia ,Petersburg,1864-07-30,1864-07-30,"The Crater, Virginia (VA070) , Petersburg, July 30, 1864",Richmond-Petersburg Campaign: June 1864-March 1865
cw_004702_donaldsonvil.htm,LA013,Donaldsonville II,Louisiana ,Ascension Parish,1863-06-28,1863-06-28,"Donaldsonville II, Louisiana (LA013) , Ascension Parish, June 28, 1863",Louisiana: June-September 1863
cw_005004_brentwoodten.htm,TN015,Brentwood,Tennessee ,Williamson County,1863-03-25,1863-03-25,"Brentwood, Tennessee (TN015) , Williamson County, March 25, 1863",Middle Tennessee: February-April 1863
cw_001303_ivymountaink.htm,KY003,Ivy Mountain,Kentucky ,Floyd County,1861-11-08,1861-11-09,"Ivy Mountain, Kentucky (KY003) , Floyd County, November 8-9, 1861",Kentucky: September-December 1861
cw_005902_buffingtonis.htm,OH001,Buffington Island,Ohio ,Meigs County,1863-07-19,1863-07-19,"Buffington Island, Ohio (OH001) , Meigs County, July 19, 1863",Morgan's Indiana and Ohio Raid: July 1863
cw_004305_portgibsonmi.htm,MS006,Port Gibson,Mississippi ,Claiborne County,1863-05-01,1863-05-01,"Port Gibson, Mississippi (MS006) , Claiborne County, May 1, 1863",Vicksburg Campaign and Siege: December 1862-July 1863
cw_011301_palmitoranch.htm,TX005,Palmito Ranch ,Texas ,Cameron County,1865-05-12,1865-05-13,"Palmito Ranch , Texas (TX005) , Cameron County, May 12-13, 1865",Texas: May 1865
cw_010801_riversbridge.htm,SC011,Rivers Bridge,South Carolina ,Bamberg County,1865-02-02,1865-02-03,"Rivers Bridge, South Carolina (SC011) , Bamberg County, February 2-3, 1865",Sherman's Carolina Campaign: February-March 1865
cw_008702_spotsylvania.htm,VA048,Spotsylvania Court House,Virginia ,Spotsylvania County,1864-05-08,1864-05-21,"Spotsylvania Court House, Virginia (VA048) , Spotsylvania County, May 8-21, 1864",Grant's Overland Campaign: May-June 1864
cw_010503_honeyhillsou.htm,SC010,Honey Hill,South Carolina ,Jasper County,1864-11-30,1864-11-30,"Honey Hill, South Carolina (SC010) , Jasper County, November 30, 1864",Sherman's March to the Sea: November-December 1864
cw_005705_uppervillevi.htm,VA038,Upperville,Virginia ,Loudoun and Fauquier Counties,1863-06-21,1863-06-21,"Upperville, Virginia (VA038) , Loudoun and Fauquier Counties, June 21, 1863",Gettysburg Campaign: June-July 1863
cw_005202_fortwagnerim.htm,SC005,"Fort Wagner I, Morris Island",South Carolina ,Charleston County,1863-07-10,1863-07-11,"Fort Wagner I, Morris Island, South Carolina (SC005) , Charleston County, July 10-11, 1863",Charleston: April-September 1863
cw_003105_perryvilleke.htm,KY009,Perryville,Kentucky ,Boyle County,1862-10-08,1862-10-08,"Perryville, Kentucky (KY009) , Boyle County, October 8, 1862",Confederate Heartland Offensive: June-October 1862
cw_001902_fortdonelson.htm,TN002,Fort Donelson,Tennessee ,Stewart County,1862-02-12,1862-02-16,"Fort Donelson, Tennessee (TN002) , Stewart County, February 12-16, 1862",Cumberland and Tennessee Rivers: February-June 1862
cw_007701_mortonsfordv.htm,VA045,Morton's Ford,Virginia ,Orange and Culpeper Counties,1864-02-06,1864-02-07,"Morton's Ford, Virginia (VA045) , Orange and Culpeper Counties, February 6-7, 1864","Rapidan River, Virginia: February 1864"
cw_008001_fortbrookefl.htm,FL004,Fort Brooke,Florida ,Tampa,1863-10-16,1863-10-18,"Fort Brooke, Florida (FL004) , Tampa, October 16-18, 1863",Florida: October 1863 and February 1864
cw_002902_rappahannock.htm,VA023,Rappahannock River,Virginia ,Culpeper and Fauquier Counties,1862-08-22,1862-08-25,"Rappahannock River, Virginia (VA023) , Culpeper and Fauquier Counties, August 22-25, 1862",Northern Virginia Campaign: August-September 1862
cw_000405_cheatmountai.htm,WV005,Cheat Mountain,West Virginia ,Pocahontas County,1861-09-12,1861-09-15,"Cheat Mountain, West Virginia (WV005) , Pocahontas County, September 12-15, 1861",West Virginia: June-December 1861
cw_005707_gettysburgpe.htm,PA002,Gettysburg,Pennsylvania ,Adams County,1863-07-01,1863-07-03,"Gettysburg, Pennsylvania (PA002) , Adams County, July 1-3, 1863",Gettysburg Campaign: June-July 1863
cw_004503_capegirardea.htm,MO020,Cape Girardeau,Missouri ,Cape Girardeau,1863-04-26,1863-04-26,"Cape Girardeau, Missouri (MO020) , Cape Girardeau, April 26, 1863",Missouri and Arkansas: January-May 1863
cw_008202_mansfieldlou.htm,LA018,Mansfield,Louisiana ,DeSoto Parish,1864-04-08,1864-04-08,"Mansfield, Louisiana (LA018) , DeSoto Parish, April 8, 1864",Red River Campaign: March-May 1864
cw_000503_firstmanassa.htm,VA005,First Manassas,Virginia ,Prince William County,1861-07-21,1861-07-21,"First Manassas, Virginia (VA005) , Prince William County, July 21, 1861",Manassas Campaign: July 1861
cw_000301_sewellspoint.htm,VA001,Sewell's Point,Virginia ,Norfolk,1861-05-18,1861-05-19,"Sewell's Point, Virginia (VA001) , Norfolk, May 18-19, 1861",The Blockade of Chesapeake Bay and the Potomac River: May-June 1861
cw_004303_grandgulfmis.htm,MS004,Grand Gulf,Mississippi ,Claiborne County,1863-04-29,1863-04-29,"Grand Gulf, Mississippi (MS004) , Claiborne County, April 29, 1863",Vicksburg Campaign and Siege: December 1862-July 1863
cw_003501_fortridgelym.htm,MN001,Fort Ridgely,Minnesota ,Nicollet County,1862-08-20,1862-08-22,"Fort Ridgely, Minnesota (MN001) , Nicollet County, August 20-22, 1862",U.S.-Dakota Conflict of 1862: August-September 1862
cw_011101_spanishforta.htm,AL005,Spanish Fort,Alabama ,Baldwin County,1865-03-27,1865-04-08,"Spanish Fort, Alabama (AL005) , Baldwin County, March 27-April 8, 1865",Mobile Campaign: March-April 1865
cw_007403_fairgardente.htm,TN029,Fair Garden,Tennessee ,Sevier County,1864-01-27,1864-01-28,"Fair Garden, Tennessee (TN029) , Sevier County, January 27-28, 1864",East Tennessee: December 1863-January 1864
cw_004101_jacksontenne.htm,TN009,Jackson,Tennessee ,Madison County,1862-12-19,1862-12-19,"Jackson, Tennessee (TN009) , Madison County, December 19, 1862",Forrest's Raid into West Tennessee: December 1862
cw_010104_saltvilleiiv.htm,VA082,Saltville II,Virginia ,Smyth County,1864-12-20,1864-12-21,"Saltville II, Virginia (VA082) , Smyth County, December 20-21, 1864",Southwest Virginia and East Tennessee: September-December 1864
cw_002203_newbernnorth.htm,NC003,New Bern,North Carolina ,Craven County,1862-03-14,1862-03-14,"New Bern, North Carolina (NC003) , Craven County, March 14, 1862",North Carolina: August 1861; February-December 1862
cw_007501_auburnivirgi.htm,VA039,Auburn I,Virginia ,Fauquier County,1863-10-13,1863-10-13,"Auburn I, Virginia (VA039) , Fauquier County, October 13, 1863",Bristoe Campaign: October-November 1863
cw_006201_lawrencekans.htm,KS001,Lawrence,Kansas ,Douglas County,1863-08-21,1863-08-21,"Lawrence, Kansas (KS001) , Douglas County, August 21, 1863",Kansas: August-October 1863
cw_006802_bluespringst.htm,TN020,Blue Springs,Tennessee ,Greene County,1863-10-10,1863-10-10,"Blue Springs, Tennessee (TN020) , Greene County, October 10, 1863",East Tennessee: September-October 1863
cw_002706_crosskeysvir.htm,VA105,Cross Keys,Virginia ,Rockingham County,1862-06-08,1862-06-08,"Cross Keys, Virginia (VA105) , Rockingham County, June 8, 1862",Jackson's Shenandoah Valley Campaign: March-June 1862
cw_009309_atlantageorg.htm,GA017,Atlanta,Georgia ,Fulton and DeKalb Counties,1864-07-22,1864-07-22,"Atlanta, Georgia (GA017) , Fulton and DeKalb Counties, July 22, 1864",Atlanta Campaign: May-September 1864
cw_010906_sutherlandst.htm,VA090,Sutherland Station,Virginia ,Dinwiddie County,1865-04-02,1865-04-02,"Sutherland Station, Virginia (VA090) , Dinwiddie County, April 2, 1865",Appomattox Campaign: March-April 1865
cw_005203_grimballslan.htm,SC006,Grimball's Landing,South Carolina ,"Charleston County, James Island",1863-07-16,1863-07-16,"Grimball's Landing, South Carolina (SC006) , Charleston County, James Island, July 16, 1863",Charleston: April-September 1863
cw_004308_championhill.htm,MS009,Champion Hill,Mississippi ,Hinds County,1863-05-16,1863-05-16,"Champion Hill, Mississippi (MS009) , Hinds County, May 16, 1863",Vicksburg Campaign and Siege: December 1862-July 1863
cw_011001_naturalbridg.htm,FL006,Natural Bridge,Florida ,Leon County,1865-03-06,1865-03-06,"Natural Bridge, Florida (FL006) , Leon County, March 6, 1865",Florida: March 1865
cw_009304_newhopechurc.htm,GA010,New Hope Church,Georgia ,Paulding County,1864-05-25,1864-05-26,"New Hope Church, Georgia (GA010) , Paulding County, May 25-26, 1864",Atlanta Campaign: May-September 1864
cw_003303_davisbridgeh.htm,TN007,Davis Bridge (Hatchie Bridge),Tennessee ,Hardeman and McNairy Counties,1862-10-06,1862-10-06,"Davis Bridge (Hatchie Bridge), Tennessee (TN007) , Hardeman and McNairy Counties, October 6, 1862","Iuka and Corinth, Mississippi, Campaign: September-October 1862"
cw_002814_malvernhillv.htm,VA021,Malvern Hill,Virginia ,Henrico County,1862-07-01,1862-07-01,"Malvern Hill, Virginia (VA021) , Henrico County, July 1, 1862",Peninsula Campaign: March-August 1862
cw_002702_mcdowellvirg.htm,VA102,McDowell,Virginia ,Highland County,1862-05-08,1862-05-08,"McDowell, Virginia (VA102) , Highland County, May 8, 1862",Jackson's Shenandoah Valley Campaign: March-June 1862
cw_008603_chesterstati.htm,VA051,Chester Station,Virginia ,Chesterfield County,1864-05-10,1864-05-10,"Chester Station, Virginia (VA051) , Chesterfield County, May 10, 1864",Bermuda Hundred Campaign: May 1864
cw_007503_bristoestati.htm,VA040,Bristoe Station,Virginia ,Prince William County,1863-10-14,1863-10-14,"Bristoe Station, Virginia (VA040) , Prince William County, October 14, 1863",Bristoe Campaign: October-November 1863
cw_010904_fiveforksvir.htm,VA088,Five Forks,Virginia ,Dinwiddie County,1865-04-01,1865-04-01,"Five Forks, Virginia (VA088) , Dinwiddie County, April 1, 1865",Appomattox Campaign: March-April 1865
cw_009502_tupelomissis.htm,MS015,Tupelo,Mississippi ,Lee County and Tupelo,1864-07-14,1864-07-15,"Tupelo, Mississippi (MS015) , Lee County and Tupelo, July 14-15, 1864",Forrest's Defense of Mississippi: June-August 1864
cw_001601_pearidgearka.htm,AR001,Pea Ridge,Arkansas ,Benton County,1862-03-06,1862-03-08,"Pea Ridge, Arkansas (AR001) , Benton County, March 6-8, 1862","Pea Ridge, Arkansas: March 1862"
cw_001304_rowlettsstat.htm,KY004,Rowlett's Station,Kentucky ,Hart County,1861-12-17,1861-12-17,"Rowlett's Station, Kentucky (KY004) , Hart County, December 17, 1861",Kentucky: September-December 1861
cw_004313_helenaarkans.htm,AR008,Helena,Arkansas ,Phillips County,1863-07-04,1863-07-04,"Helena, Arkansas (AR008) , Phillips County, July 4, 1863",Vicksburg Campaign and Siege: December 1862-July 1863
cw_004310_battleandsie.htm,MS011,Battle and Siege of Vicksburg,Mississippi ,Warren County and Vicksburg,1863-05-18,1863-07-04,"Battle and Siege of Vicksburg, Mississippi (MS011) , Warren County and Vicksburg, May 18-July 4, 1863",Vicksburg Campaign and Siege: December 1862-July 1863
cw_008204_blairslandin.htm,LA020,Blair's Landing,Louisiana ,Red River Parish,1864-04-12,1864-04-12,"Blair's Landing, Louisiana (LA020) , Red River Parish, April 12, 1864",Red River Campaign: March-May 1864
cw_010602_fortfisherii.htm,NC015,Fort Fisher II,North Carolina,New Hanover County,1865-01-13,1865-01-15,"Fort Fisher II, North Carolina(NC015) , New Hanover County, January 13-15, 1865",North Carolina: December 1864-February 1865
cw_002803_williamsburg.htm,VA010,Williamsburg,Virginia ,York County and Williamsburg,1862-05-05,1862-05-05,"Williamsburg, Virginia (VA010) , York County and Williamsburg, May 5, 1862",Peninsula Campaign: March-August 1862
cw_009302_resacageorgi.htm,GA008,Resaca,Georgia ,Whitfield and Gordon Counties,1864-05-13,1864-05-15,"Resaca, Georgia (GA008) , Whitfield and Gordon Counties, May 13-15, 1864",Atlanta Campaign: May-September 1864
cw_009401_cynthianaken.htm,KY011,Cynthiana,Kentucky ,Harrison County,1864-06-11,1864-06-12,"Cynthiana, Kentucky (KY011) , Harrison County, June 11-12, 1864",Morgan's Last Kentucky Raid: June 1864
cw_007401_mossycreekte.htm,TN027,Mossy Creek,Tennessee ,Jefferson County,1863-12-29,1863-12-29,"Mossy Creek, Tennessee (TN027) , Jefferson County, December 29, 1863",East Tennessee: December 1863-January 1864
cw_006101_bigmoundnort.htm,ND001,Big Mound,North Dakota ,Kidder County,1863-07-24,1863-07-24,"Big Mound, North Dakota (ND001) , Kidder County, July 24, 1863",North Dakota: July-September 1863
cw_003703_galvestoniit.htm,TX003,Galveston II,Texas ,Galveston County,1863-01-01,1863-01-01,"Galveston II, Texas (TX003) , Galveston County, January 1, 1863",Blockade of the Texas Coast: September 1862-January 1863
cw_002101_fortjacksona.htm,LA001,Fort Jackson and Fort St. Philip,Louisiana ,Plaquemines Parish,1862-04-16,1862-04-28,"Fort Jackson and Fort St. Philip, Louisiana (LA001) , Plaquemines Parish, April 16-28, 1862",New Orleans: April-May 1862
cw_001904_siegeofcorin.htm,MS016,Siege of Corinth,Mississippi ,Alcorn County and Corinth,1862-04-29,1862-05-30,"Siege of Corinth, Mississippi (MS016) , Alcorn County and Corinth, April 29-May 30, 1862",Cumberland and Tennessee Rivers: February-June 1862
cw_003901_canehillarka.htm,AR004,Cane Hill,Arkansas ,Washington County,1862-11-28,1862-11-28,"Cane Hill, Arkansas (AR004) , Washington County, November 28, 1862",Arkansas: November-December 1862
cw_000502_blackburnsfo.htm,VA004,Blackburn's Ford,Virginia ,Prince William and Fairfax Counties,1861-07-18,1861-07-18,"Blackburn's Ford, Virginia (VA004) , Prince William and Fairfax Counties, July 18, 1861",Manassas Campaign: July 1861
cw_010002_glasgowmisso.htm,MO022,Glasgow,Missouri ,Howard County,1864-10-15,1864-10-15,"Glasgow, Missouri (MO022) , Howard County, October 15, 1864",Price in Missouri and Kansas: September-October 1864
cw_003003_antietammary.htm,MD003,Antietam,Maryland ,Washington County,1862-09-17,1862-09-17,"Antietam, Maryland (MD003) , Washington County, September 17, 1862",Maryland Campaign: September 1862
cw_000201_fortsumteris.htm,SC001,Fort Sumter I,South Carolina ,Charleston County,1861-04-12,1861-04-14,"Fort Sumter I, South Carolina (SC001) , Charleston County, April 12-14, 1861",Charleston Harbor: April 1861
cw_008703_yellowtavern.htm,VA052,Yellow Tavern,Virginia ,Henrico County,1864-05-11,1864-05-11,"Yellow Tavern, Virginia (VA052) , Henrico County, May 11, 1864",Grant's Overland Campaign: May-June 1864
cw_009109_waynesborovi.htm,VA123,Waynesboro,Virginia ,Augusta County,1865-03-02,1865-03-02,"Waynesboro, Virginia (VA123) , Augusta County, March 2, 1865",Sheridan's Shenandoah Valley Campaign: August 1864-March 1865
cw_002301_fortpulaskig.htm,GA001,Fort Pulaski,Georgia ,Chatham County,1862-04-10,1862-04-11,"Fort Pulaski, Georgia (GA001) , Chatham County, April 10-11, 1862",Fort Pulaski: April 1862
cw_005502_fredericksbu.htm,VA034,Fredericksburg II,Virginia ,Fredericksburg,1863-05-03,1863-05-03,"Fredericksburg II, Virginia (VA034) , Fredericksburg, May 3, 1863",Chancellorsville Campaign: April-May 1863
cw_009305_lostmountain.htm,GA013,Lost Mountain-Brushy Mountain Line,Georgia ,Paulding and Cobb Counties,1864-06-09,1864-06-18,"Lost Mountain-Brushy Mountain Line, Georgia (GA013) , Paulding and Cobb Counties, June 9-18, 1864",Atlanta Campaign: May-September 1864
cw_008601_portwalthall.htm,VA047,Port Walthall Junction,Virginia ,Chesterfield County,1864-05-06,1864-05-07,"Port Walthall Junction, Virginia (VA047) , Chesterfield County, May 6-7, 1864",Bermuda Hundred Campaign: May 1864
cw_009006_folcksmillma.htm,MD008,Folck's Mill,Maryland ,Allegany County,1864-08-01,1864-08-01,"Folck's Mill, Maryland (MD008) , Allegany County, August 1, 1864","Early in Maryland, Pennsylvania, and the Shenandoah Valley: July-August 1864"
cw_010004_littleblueri.htm,MO024,Little Blue River,Missouri ,Jackson County,1864-10-21,1864-10-21,"Little Blue River, Missouri (MO024) , Jackson County, October 21, 1864",Price in Missouri and Kansas: September-October 1864
cw_010302_daltoniiigeo.htm,GA024,Dalton III,Georgia ,Whitfield County and Dalton,1864-10-13,1864-10-13,"Dalton III, Georgia (GA024) , Whitfield County and Dalton, October 13, 1864",Hood's March to Tennessee: October-December 1864
cw_001802_glorietapass.htm,NM002,Glorieta Pass,New Mexico ,Santa Fe and San Miguel Counties,1862-03-26,1862-03-28,"Glorieta Pass, New Mexico (NM002) , Santa Fe and San Miguel Counties, March 26-28, 1862",Sibley's New Mexico Campaign: February-March 1862
cw_010005_independence.htm,MO025,Independence II,Missouri ,Jackson County,1864-10-22,1864-10-22,"Independence II, Missouri (MO025) , Jackson County, October 22, 1864",Price in Missouri and Kansas: September-October 1864
cw_010303_decaturalaba.htm,AL004,Decatur,Alabama ,Morgan and Limestone Counties,1864-10-26,1864-10-29,"Decatur, Alabama (AL004) , Morgan and Limestone Counties, October 26-29, 1864",Hood's March to Tennessee: October-December 1864
cw_008701_wildernessvi.htm,VA046,Wilderness,Virginia ,Spotsylvania County,1864-05-05,1864-05-06,"Wilderness, Virginia (VA046) , Spotsylvania County, May 5-6, 1864",Grant's Overland Campaign: May-June 1864
cw_002904_thoroughfare.htm,VA025,Thoroughfare Gap,Virginia ,Prince William and Fauquier Counties,1862-08-28,1862-08-28,"Thoroughfare Gap, Virginia (VA025) , Prince William and Fauquier Counties, August 28, 1862",Northern Virginia Campaign: August-September 1862
cw_007001_collierville.htm,TN022,Collierville,Tennessee ,Shelby County,1863-11-03,1863-11-03,"Collierville, Tennessee (TN022) , Shelby County, November 3, 1863",Memphis & Charleston Railroad: November 1863
cw_010011_newtoniaiimi.htm,MO029,Newtonia II,Missouri ,Newton County,1864-10-28,1864-10-28,"Newtonia II, Missouri (MO029) , Newton County, October 28, 1864",Price in Missouri and Kansas: September-October 1864
cw_001901_forthenryten.htm,TN001,Fort Henry,Tennessee ,Stewart County,1862-02-06,1862-02-06,"Fort Henry, Tennessee (TN001) , Stewart County, February 6, 1862",Cumberland and Tennessee Rivers: February-June 1862
cw_006001_bearriverida.htm,ID001,Bear River,Idaho ,Franklin County,1863-01-29,1863-01-29,"Bear River, Idaho (ID001) , Franklin County,  January 29, 1863","Arkansas, Idaho, and Oklahoma: January-September 1863; February 1864"
cw_009707_firstdeepbot.htm,VA069,First Deep Bottom,Virginia ,Henrico County,1864-07-27,1864-07-29,"First Deep Bottom, Virginia (VA069) , Henrico County, July 27-29, 1864",Richmond-Petersburg Campaign: June 1864-March 1865
cw_009717_fairoaksandd.htm,VA080,Fair Oaks and Darbytown Road,Virginia ,Henrico County,1864-10-27,1864-10-28,"Fair Oaks and Darbytown Road, Virginia (VA080) , Henrico County, October 27-28, 1864",Richmond-Petersburg Campaign: June 1864-March 1865
cw_000901_boonvillemis.htm,MO001,Boonville,Missouri ,Cooper County,1861-06-17,1861-06-17,"Boonville, Missouri (MO001) , Cooper County, June 17, 1861",Missouri: June-October 1861
cw_009716_boydtonplank.htm,VA079,Boydton Plank Road,Virginia ,Dinwiddie County,1864-10-27,1864-10-27,"Boydton Plank Road, Virginia (VA079) , Dinwiddie County, October 27, 1864",Richmond-Petersburg Campaign: June 1864-March 1865
cw_009704_stauntonrive.htm,VA113,Staunton River Bridge,Virginia ,Halifax and Charlotte Counties,1864-06-25,1864-06-25,"Staunton River Bridge, Virginia (VA113) , Halifax and Charlotte Counties, June 25, 1864",Richmond-Petersburg Campaign: June 1864-March 1865
cw_006301_hooversgapte.htm,TN017,Hoover's Gap,Tennessee ,Bedford and Rutherford Counties,1863-06-24,1863-06-26,"Hoover's Gap, Tennessee (TN017) , Bedford and Rutherford Counties, June 24-26, 1863",Tullahoma Campaign: June 1863
cw_002810_gainesmillvi.htm,VA017,Gaines' Mill,Virginia ,Hanover County,1862-06-27,1862-06-27,"Gaines' Mill, Virginia (VA017) , Hanover County, June 27, 1862",Peninsula Campaign: March-August 1862
cw_008201_fortderussyl.htm,LA017,Fort DeRussy,Louisiana ,Avoyelles Parish,1864-03-14,1864-03-14,"Fort DeRussy, Louisiana (LA017) , Avoyelles Parish, March 14, 1864",Red River Campaign: March-May 1864
cw_010805_bentonvillen.htm,NC020,Bentonville,North Carolina ,Johnston County,1865-03-19,1865-03-21,"Bentonville, North Carolina (NC020) , Johnston County, March 19-21, 1865",Sherman's Carolina Campaign: February-March 1865
cw_009311_utoycreekgeo.htm,GA019,Utoy Creek,Georgia ,Fulton County,1864-08-05,1864-08-07,"Utoy Creek, Georgia (GA019) , Fulton County, August 5-7, 1864",Atlanta Campaign: May-September 1864
cw_000905_lexingtonimi.htm,MO006,Lexington I,Missouri ,Lafayette County,1861-09-13,1861-09-20,"Lexington I, Missouri (MO006) , Lafayette County, September 13-20, 1861",Missouri: June-October 1861
cw_008501_plymouthnort.htm,NC012,Plymouth,North Carolina ,Washington County,1864-04-17,1864-04-20,"Plymouth, North Carolina (NC012) , Washington County, April 17-20, 1864",North Carolina: April-May 1864
cw_010912_cumberlandch.htm,VA094,Cumberland Church,Virginia ,Cumberland County,1865-04-07,1865-04-07,"Cumberland Church, Virginia (VA094) , Cumberland County, April 7, 1865",Appomattox Campaign: March-April 1865
cw_010003_lexingtoniim.htm,MO023,Lexington II,Missouri ,Lafayette County,1864-10-19,1864-10-19,"Lexington II, Missouri (MO023) , Lafayette County,  October 19, 1864",Price in Missouri and Kansas: September-October 1864
cw_009101_guardhillvir.htm,VA117,Guard Hill,Virginia ,Warren County,1864-08-16,1864-08-16,"Guard Hill, Virginia (VA117) , Warren County, August 16, 1864",Sheridan's Shenandoah Valley Campaign: August 1864-March 1865
cw_000902_carthagemiss.htm,MO002,Carthage,Missouri ,Jasper County,1861-07-05,1861-07-05,"Carthage, Missouri (MO002) , Jasper County, July 5, 1861",Missouri: June-October 1861
cw_010905_petersburgii.htm,VA089,Petersburg III,Virginia ,Dinwiddie County and Petersburg,1865-04-02,1865-04-02,"Petersburg III, Virginia (VA089) , Dinwiddie County and Petersburg, April 2, 1865",Appomattox Campaign: March-April 1865
cw_002205_southmillsno.htm,NC005,South Mills,North Carolina ,Camden County,1862-04-19,1862-04-19,"South Mills, North Carolina (NC005) , Camden County, April 19, 1862",North Carolina: August 1861; February-December 1862
cw_009718_hatchersrunv.htm,VA083,Hatcher's Run,Virginia ,Dinwiddie County,1865-02-05,1865-02-07,"Hatcher's Run, Virginia (VA083) , Dinwiddie County, February 5-7, 1865",Richmond-Petersburg Campaign: June 1864-March 1865
cw_010907_namozinechur.htm,VA124,Namozine Church,Virginia ,Amelia County,1865-04-03,1865-04-03,"Namozine Church, Virginia (VA124) , Amelia County, April 3, 1865",Appomattox Campaign: March-April 1865
cw_008002_olusteeflori.htm,FL005,Olustee,Florida ,Baker County,1864-02-20,1864-02-20,"Olustee, Florida (FL005) , Baker County, February 20, 1864",Florida: October 1863 and February 1864
cw_009501_bricescrossr.htm,MS014,Brices Cross Roads,Mississippi ,"Union, Prentiss, and Lee Counties",1864-06-10,1864-06-10,"Brices Cross Roads, Mississippi (MS014) , Union, Prentiss, and Lee Counties, June 10, 1864",Forrest's Defense of Mississippi: June-August 1864
cw_010910_ricesstation.htm,VA092,Rice's Station,Virginia ,Prince Edward County,1865-04-06,1865-04-06,"Rice's Station, Virginia (VA092) , Prince Edward County, April 6, 1865",Appomattox Campaign: March-April 1865
cw_009712_chaffinsfarm.htm,VA075,Chaffin's Farm and New Market Heights,Virginia ,Henrico County,1864-09-29,1864-09-30,"Chaffin's Farm and New Market Heights, Virginia (VA075) , Henrico County, September 29-30, 1864",Richmond-Petersburg Campaign: June 1864-March 1865
cw_006002_cabincreekok.htm,OK006,Cabin Creek,Oklahoma ,Mayes County,1863-07-01,1863-07-02,"Cabin Creek, Oklahoma (OK006) , Mayes County, July 1-2, 1863","Arkansas, Idaho, and Oklahoma: January-September 1863; February 1864"
cw_000801_cockpitpoint.htm,VA100,Cockpit Point,Virginia ,Prince William County,1862-01-03,1862-01-03,"Cockpit Point, Virginia (VA100) , Prince William County, January 3, 1862",Blockade of the Potomac River: September 1861-March 1862
cw_010913_appomattoxst.htm,VA096,Appomattox Station,Virginia ,Appomattox County,1865-04-08,1865-04-08,"Appomattox Station, Virginia (VA096) , Appomattox County, April 8, 1865",Appomattox Campaign: March-April 1865
cw_002813_glendalevirg.htm,VA020,Glendale and White Oak Swamp,Virginia,Henrico County,1862-06-30,1862-06-30,"Glendale, Virginia (VA020a) , Henrico County,June 30, 1862",Peninsula Campaign: March-August 1862
cw_007302_fortsanderst.htm,TN025,Fort Sanders,Tennessee ,Knox County,1863-11-29,1863-11-29,"Fort Sanders, Tennessee (TN025) , Knox County, November 29, 1863",Knoxville Campaign: November-December 1863
cw_004102_parkerscross.htm,TN011,Parker's Cross Roads,Tennessee ,Henderson County,1862-12-31,1862-12-31,"Parker's Cross Roads, Tennessee (TN011) , Henderson County, December 31, 1862",Forrest's Raid into West Tennessee: December 1862
cw_008902_piedmontvirg.htm,VA111,Piedmont,Virginia ,Augusta County,1864-06-05,1864-06-05,"Piedmont, Virginia (VA111) , Augusta County, June 5, 1864",Shenandoah Valley: May-June 1864
cw_010804_averasborono.htm,NC019,Averasboro,North Carolina ,Harnett and Cumberland Counties,1865-03-16,1865-03-16,"Averasboro, North Carolina (NC019) , Harnett and Cumberland Counties, March 16, 1865",Sherman's Carolina Campaign: February-March 1865
cw_005003_vaughtshillt.htm,TN014,Vaught's Hill,Tennessee ,Rutherford County,1863-03-20,1863-03-20,"Vaught's Hill, Tennessee (TN014) , Rutherford County, March 20, 1863",Middle Tennessee: February-April 1863
cw_000908_springfieldi.htm,MO008,Springfield I,Missouri ,Greene County,1861-10-25,1861-10-25,"Springfield I, Missouri (MO008) , Greene County, October 25, 1861",Missouri: June-October 1861
cw_000303_bigbethelvir.htm,VA003,Big Bethel,Virginia ,York County and Hampton,1861-06-10,1861-06-10,"Big Bethel, Virginia (VA003) , York County and Hampton, June 10, 1861",The Blockade of Chesapeake Bay and the Potomac River: May-June 1861
cw_008305_jenkinsferry.htm,AR016,Jenkins' Ferry,Arkansas ,Grant County,1864-04-30,1864-04-30,"Jenkins' Ferry, Arkansas (AR016) , Grant County, April 30, 1864","Camden, Arkansas, Expedition: April-June 1864"
cw_010306_frankliniite.htm,TN036,Franklin II,Tennessee ,Williamson County and Franklin,1864-11-30,1864-11-30,"Franklin II, Tennessee (TN036) , Williamson County and Franklin, November 30, 1864",Hood's March to Tennessee: October-December 1864
cw_005501_chancellorsv.htm,VA032,Chancellorsville,Virginia ,Spotsylvania County,1863-04-30,1863-05-06,"Chancellorsville, Virginia (VA032) , Spotsylvania County, April 30-May 6, 1863",Chancellorsville Campaign: April-May 1863
