battle,combatant,fullname,rank
MS009,US,Ulysses S. Grant,Major General
VA119,CS,Jubal A. Early,Lieutenant General
VA119,US,Philip Sheridan,Major General
GA015,CS,Joseph E. Johnston,General
GA015,US,William T. Sherman,Major General
VA095,US,T. Read,Colonel
TX003,CS,John B. Magruder,Major General
TX003,US,Isaac S. Burrell,Colonel
TX003,US,W.B. Renshaw,Commander
NC007,CS,Nathan Evans,Brigadier General
NC007,US,John G. Foster,Brigadier General
VA125,CS,Wade Hampton,Major General
VA125,US,H. Judson Kilpatrick,Brigadier General
VA125,US,Ulric Dahlgren,Colonel
VA101,CS,Thomas J. Jackson,Major General
VA101,US,Nathan Kimball,Colonel
NM002,CS,Charles L. Pyron,Major
NM002,CS,William R. Scurry,Lieutenant Colonel
NM002,US,John Chivington,Major
NM002,US,John P. Slough,Colonel
VA115,CS,S.D. Ramseur,Major General
VA115,US,William W. Averell,Brigadier General
VA008,CS,Franklin Buchanan,Captain (Naval)
VA008,CS,Catesby R. Jones,Lieutenant
VA008,US,John Worden,Lieutenant
MO027,CS,Sterling Price,Major General
MO027,US,Samuel R. Curtis,Major General
VA103,CS,Thomas J. Jackson,Major General
VA103,US,John R. Kenly,Colonel
VA041,CS,J.E.B. Stuart,Major General
VA041,US,G.K. Warren,Major General
AR006,CS,Thomas J. Churchill,Brigadier General
AR006,US,David D. Porter,Rear Admiral
AR006,US,John A. McClernand,Major General
MO015,CS,Jeremiah Vard Cockrell,Colonel
MO015,CS,G.W. Thompson,Colonel
MO015,CS,Upton Hays,Colonel
MO015,US,Emory S. Foster,Major
GA006,CS,Joseph E. Johnston,General
GA006,US,George H. Thomas,Major General
VA017,CS,Robert E. Lee,General
VA017,US,Fitz John Porter,Brigadier General
AR011,CS,John S. Marmaduke,Brigadier General
AR011,US,Powell Clayton,Colonel
VA022,CS,Thomas J. Jackson,Major General
VA022,US,Nathaniel P. Banks,Major General
KY002,CS,Felix Zollicoffer,Brigadier General
KY002,US,Albin F. Schoepf,Brigadier General
TX005,CS,"John S. ""Rip"" Ford",Colonel
TX005,US,Theodore H. Barrett,Colonel
WV008,CS,"Edward ""Allegheny"" Johnson",Colonel
WV008,US,Robert Milroy,Brigadier General
GA009,CS,Joseph E. Johnston,General
GA009,US,William T. Sherman,Major General
OK002,CS,Douglas H. Cooper,Colonel
OK002,I,Opothleyahola,Chief
WV016,CS,William Pendleton,Brigadier General
WV016,CS,A.P. Hill,Major General
WV016,US,Fitz John Porter,Major General
MS005,CS,Louis Hébert,Brigadier General
MS005,US,William T. Sherman,Major General
TN017,CS,Alexander P. Stewart,Major General
TN017,US,George H. Thomas,Major General
VA048,CS,Robert E. Lee,General
VA048,US,Ulysses S. Grant,Lieutenant General
VA048,US,George G. Meade,Major General
VA092,CS,James Longstreet,Lieutenant General
VA092,US,John Gibbon,Major General
MS008,CS,Joseph E. Johnston,General
MS008,CS,John Gregg,Brigadier General
MS008,US,Ulysses S. Grant,Major General
MO014,CS,J.T. Hughes,Colonel
MO014,CS,G.W. Thompson,Colonel
MO014,US,James T. Buel,Lieutenant Colonel
VA073,CS,Henry Heth,Major General
VA073,US,Winfield Scott Hancock,Major General
LA019,CS,Richard Taylor,Major General
LA019,US,Nathaniel P. Banks,Major General
NC006,CS,George Singletary,Colonel
NC006,US,F.A. Osborne,Lieutenant Colonel
VA055,CS,Robert E. Lee,General
VA055,US,Ulysses S. Grant,Lieutenant General
VA055,US,George G. Meade,Major General
MO009,CS,Gideon J. Pillow,Brigadier General
MO009,US,Ulysses S. Grant,Brigadier General
SC010,CS,Charles Colcock,Colonel
SC010,US,John Hatch,Major General
VA015,CS,Robert E. Lee,General
VA015,US,George B. McClellan,Major General
VA093,CS,Richard S. Ewell,Lieutenant General
VA093,CS,John B. Gordon,Major General
VA093,US,Philip Sheridan,Major General
TN024,CS,Braxton Bragg,General
TN024,US,Ulysses S. Grant,Major General
VA083,CS,John B. Gordon,Major General
VA083,US,A.A. Humphreys,Major General
VA083,US,G.K. Warren,Major General
NC004,CS,Moses J. White,Lieutenant Colonel
NC004,US,John G. Parke,Brigadier General
VA071,CS,Robert E. Lee,General
VA071,CS,Charles Field,Major General
VA071,US,Winfield Scott Hancock,Major General
VA013,US,Fitz John Porter,Brigadier General
KY011,CS,John Hunt Morgan,Brigadier General
KY011,US,Stephen Gano Burbridge,Brigadier General
MO011,CS,J.A. Poindexter,Colonel
MO011,US,W.M.G. Torrence,Major
AR017,CS,Colton Greene,Colonel
AR017,US,Joseph A. Mower,Brigadier General
VA020,CS,Robert E. Lee,General
VA020,CS,Thomas J. Jackson,Major General
VA020,US,William Franklin,Major General
VA020,US,George B. McClellan,Major General
VA047,CS,Johnson Hagood,Brigadier General
VA047,US,Benjamin Butler,Major General
GA013,CS,Joseph E. Johnston,General
GA013,US,William T. Sherman,Major General
OK003,CS,James McQueen McIntosh,Colonel
OK003,I,Opothleyahola,Chief
VA045,CS,Richard S. Ewell,Lieutenant General
VA045,US,J.C. Caldwell,Brigadier General
GA014,CS,John Bell Hood,Lieutenant General
GA014,US,John M. Schofield,Major General
GA014,US,Joseph Hooker,Major General
OH002,CS,John Hunt Morgan,Brigadier General
OH002,US,James Shackelford,Brigadier General
OK006,CS,Stand Watie,Colonel
OK006,US,James M. Williams,Colonel
VA072,CS,Robert E. Lee,General
VA072,CS,A.P. Hill,Lieutenant General
VA072,CS,Henry Heth,Major General
VA072,CS,William Mahone,Major General
VA072,US,G.K. Warren,Major General
LA013,CS,Tom Green,Brigadier General
LA013,US,Joseph D. Bullen,Major
WV012,CS,John Echols,Brigadier General
WV012,US,William W. Averell,Brigadier General
AR004,CS,John S. Marmaduke,Brigadier General
AR004,US,James G. Blunt,Brigadier General
MD003,CS,Robert E. Lee,General
MD003,US,George B. McClellan,Major General
MS006,CS,John S. Bowen,Brigadier General
MS006,US,Ulysses S. Grant,Major General
TN028,CS,James Longstreet,Lieutenant General
TN028,US,Samuel D. Sturgis,Brigadier General
TN027,CS,William T. Martin,Major General
TN027,US,Samuel D. Sturgis,Brigadier General
VA108,CS,Richard Anderson,Major General
VA108,US,William H. French,Major General
MD001,CS,Thomas J. Jackson,Major General
MD001,US,F.W. Lander,Brigadier General
LA014,CS,William H. Parsons,Colonel
LA014,US,Alfred W. Ellet,Brigadier General
VA053,CS,P.G.T. Beauregard,General
VA053,US,Benjamin Butler,Major General
FL004,CS,John Westcott,Captain
FL004,US,A.A. Semmes,Lieutenant Commander
TN016,CS,Earl Van Dorn,Major General
TN016,US,Gordon Granger,Major General
IN001,CS,John Hunt Morgan,Brigadier General
IN001,US,Lewis Jordan,Brevet Colonel
VA088,CS,George Pickett,Major General
VA088,US,Philip Sheridan,Major General
TN018,US,John T. Wilder,Colonel
VA079,CS,Henry Heth,Major General
VA079,US,Winfield Scott Hancock,Major General
VA089,CS,Robert E. Lee,General
VA089,US,Ulysses S. Grant,Lieutenant General
VA059,CS,Matthew C. Butler,Brigadier General
VA059,US,Alfred Torbert,Brigadier General
ND002,US,Henry Hastings Sibley,Brigadier General
ND002,I,Inkpaduta,Chief
VA120,CS,Jubal A. Early,Lieutenant General
VA120,US,Philip Sheridan,Major General
KY003,CS,John S. Williams,Colonel
KY003,US,William Nelson,Brigadier General
KY003,US,Joshua W. Sill,Colonel
MO008,CS,James Frazier,Colonel
MO008,US,James Zagonyi,Major
TN019,CS,James E. Carter,Colonel
TN019,US,John W. Foster,Colonel
MO013,CS,Joseph C. Porter,Colonel
MO013,US,John McNeil,Colonel
VA107,CS,Richard S. Ewell,Lieutenant General
VA107,US,Robert Milroy,Brigadier General
MS013,CS,Nathan Bedford Forrest,Major General
MS013,US,William Sooy Smith,Brigadier General
MD002,CS,Robert E. Lee,General
MD002,US,George B. McClellan,Major General
GA022,CS,William J. Hardee,Lieutenant General
GA022,US,William T. Sherman,Major General
VA050,CS,P.G.T. Beauregard,General
VA050,US,Benjamin Butler,Major General
VA096,CS,Lindsay Walker,Brigadier General
VA096,US,George A. Custer,Major General
AR014,CS,John S. Marmaduke,Brigadier General
AR014,CS,Samuel Bell Maxey,Brigadier General
AR014,US,James M. Williams,Colonel
WV002,CS,Thomas J. Jackson,Brigadier General
WV002,US,Robert Patterson,Major General
AL002,CS,Moses W. Hannon,Lieutenant Colonel
AL002,US,Emil Adams,Captain
